"Study","UniProt","Gene.Name","Description","SomaID","SomaScan.SeqID","Correlation_Previous.study","N_Previous.study","P.value_Previous.study","Adj.p.value_Previous.study","Cor.interval_Previous.study","Cor.method_Previous.study","OlinkID_Sissala","Correlation_Sissala","N_Sissala","P.value_Sissala","Adj.p.value_Sissala","Cor.interval_Sissala","Cor.method_Sissala"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P22692","IGFBP4","Insulin-like growth factor-binding protein 4",NA,"2950-57",0.412005715803184,78,NA,NA,"Weak correlation","Spearman","OID21158",0.718343841358177,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P22748","CA4","Carbonic anhydrase 4",NA,"14069-61",-0.0787693319338889,78,NA,NA,"No correlation","Spearman","OID20241",0.210495555077056,58,0.112644185161313,0.140525176847649,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P22748","CA4","Carbonic anhydrase 4",NA,"3177-49",-0.105451510514802,78,NA,NA,"No correlation","Spearman","OID20241",0.210495555077056,58,0.112644185161313,0.140525176847649,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P22894","MMP8","Neutrophil collagenase",NA,"2954-56",-0.126206135232552,78,NA,NA,"No correlation","Spearman","OID21019",0.709661411612017,68,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P22894","MMP8","Neutrophil collagenase",NA,"9172-69",0.334021410782843,78,NA,NA,"Weak correlation","Spearman","OID21019",0.709661411612017,68,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P22897","MRC1","Macrophage mannose receptor 1",NA,"2637-77",0.626247170550968,78,NA,NA,"Moderate correlation","Spearman","OID30694",0.808143425733507,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P23141","CES1","Liver carboxylesterase 1",NA,"15487-164",0.53772809469012,78,NA,NA,"Moderate correlation","Spearman","OID20244",0.909901024972703,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P23141","CES1","Liver carboxylesterase 1",NA,"7182-1",0.399982296080885,78,NA,NA,"Weak correlation","Spearman","OID20244",0.909901024972703,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P23229","ITGA6","Integrin alpha-6",NA,"21979-12",0.195539874938309,78,NA,NA,"No correlation","Spearman","OID20528",0.366912049593181,88,0.000476887402584969,0.000758318137349901,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P23229","ITGA6","Integrin alpha-6",NA,"21979-8",0.105401594620113,78,NA,NA,"No correlation","Spearman","OID20528",0.366912049593181,88,0.000476887402584969,0.000758318137349901,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P23284","PPIB","Peptidyl-prolyl cis-trans isomerase B",NA,"4718-5",0.243844762832105,78,NA,NA,"No correlation","Spearman","OID20331",0.768553414814554,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P23381","WARS1","Tryptophan--tRNA ligase, cytoplasmic",NA,"9870-17",0.727867069639221,78,NA,NA,"Strong correlation","Spearman","OID21084",0.80828431545208,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P23435","CBLN1","Cerebellin-1",NA,"9313-27",0.663349308918929,78,NA,NA,"Moderate correlation","Spearman","OID30851",0.062095520177712,74,0.598435790486797,0.644688938415643,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P23526","AHCY","Adenosylhomocysteinase",NA,"21393-62",0.444606026884508,78,NA,NA,"Weak correlation","Spearman","OID20199",0.297559085625727,88,0.00502247027233738,0.00723261344064912,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P23588","EIF4B","Eukaryotic translation initiation factor 4B",NA,"14675-20",0.769293997142098,78,NA,NA,"Strong correlation","Spearman","OID21000",0.604894327030033,30,0.000516219473465328,0.000816263004961282,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P23919","DTYMK","Thymidylate kinase",NA,"19504-22",0.526578684473421,78,NA,NA,"Moderate correlation","Spearman","OID30308",0.4,9,0.291192680776014,0.335808515419939,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24387","CRHBP","Corticotropin-releasing factor-binding protein",NA,"6039-24",0.531127100747354,78,NA,NA,"Moderate correlation","Spearman","OID20747",0.697363149258059,88,4.4142165641547e-14,1.21256703185661e-13,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24592","IGFBP6","Insulin-like growth factor-binding protein 6",NA,"14088-38",0.724730965237294,78,NA,NA,"Strong correlation","Spearman","OID20413",0.820682610686485,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24592","IGFBP6","Insulin-like growth factor-binding protein 6",NA,"2686-67",0.704953274573528,78,NA,NA,"Strong correlation","Spearman","OID20413",0.820682610686485,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24666","ACP1","Low molecular weight phosphotyrosine protein phosphatase",NA,"3858-5",-0.0786681672757622,78,NA,NA,"No correlation","Spearman","OID30524",0.527138882040083,88,2.09303081135857e-07,4.33583813949326e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24821","TNC","Tenascin",NA,"2728-62",0.0331693622832863,78,NA,NA,"No correlation","Spearman","OID20359",0.567964178636843,88,7.87209763297837e-09,1.82872391515074e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24821","TNC","Tenascin",NA,"4155-3",0.614942020005311,78,NA,NA,"Moderate correlation","Spearman","OID20359",0.567964178636843,88,7.87209763297837e-09,1.82872391515074e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24821","TNC","Tenascin",NA,"5675-6",0.638437511855233,78,NA,NA,"Moderate correlation","Spearman","OID20359",0.567964178636843,88,7.87209763297837e-09,1.82872391515074e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24821","TNC","Tenascin",NA,"5738-25",0.802501296172182,78,NA,NA,"Strong correlation","Spearman","OID20359",0.567964178636843,88,7.87209763297837e-09,1.82872391515074e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24821","TNC","Tenascin",NA,"6042-52",0.618963315165847,78,NA,NA,"Moderate correlation","Spearman","OID20359",0.567964178636843,88,7.87209763297837e-09,1.82872391515074e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24821","TNC","Tenascin",NA,"6259-60",-0.103099432213356,78,NA,NA,"No correlation","Spearman","OID20359",0.567964178636843,88,7.87209763297837e-09,1.82872391515074e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24821","TNC","Tenascin",NA,"6260-14",0.811176165606545,78,NA,NA,"Strong correlation","Spearman","OID20359",0.567964178636843,88,7.87209763297837e-09,1.82872391515074e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P24821","TNC","Tenascin",NA,"7131-207",0.699642130021877,78,NA,NA,"Moderate correlation","Spearman","OID20359",0.567964178636843,88,7.87209763297837e-09,1.82872391515074e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P25445","FAS","Tumor necrosis factor receptor superfamily member 6",NA,"5392-73",0.620758987847595,78,NA,NA,"Moderate correlation","Spearman","OID20316",0.431601216610884,80,6.40884993312597e-05,0.000109796533755679,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P25445","FAS","Tumor necrosis factor receptor superfamily member 6",NA,"6248-68",0.456653283253727,78,NA,NA,"Weak correlation","Spearman","OID20316",0.431601216610884,80,6.40884993312597e-05,0.000109796533755679,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P25445","FAS","Tumor necrosis factor receptor superfamily member 6",NA,"9218-7",-0.0456261262767425,78,NA,NA,"No correlation","Spearman","OID20316",0.431601216610884,80,6.40884993312597e-05,0.000109796533755679,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P25445","FAS","Tumor necrosis factor receptor superfamily member 6",NA,"9459-7",0.611477130464472,78,NA,NA,"Moderate correlation","Spearman","OID20316",0.431601216610884,80,6.40884993312597e-05,0.000109796533755679,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P25774","CTSS","Cathepsin S",NA,"3181-50",0.233703005854905,78,NA,NA,"No correlation","Spearman","OID21056",0.259043358810891,88,0.0150246272013435,0.0206109405957677,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P25786","PSMA1","Proteasome subunit alpha type-1",NA,"3859-50",0.240142643990976,78,NA,NA,"No correlation","Spearman","OID21221",-0.162216899721743,88,0.130890384611471,0.162212123190286,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P25786","PSMA1","Proteasome subunit alpha type-1",NA,"7880-9",0.12060168061092,78,NA,NA,"No correlation","Spearman","OID21221",-0.162216899721743,88,0.130890384611471,0.162212123190286,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P26022","PTX3","Pentraxin-related protein PTX3",NA,"6447-73",-0.190443673062856,78,NA,NA,"No correlation","Spearman","OID20570",0.652272727272727,65,8.35020581878921e-09,1.93580746805195e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P26447","S100A4","Protein S100-A4",NA,"14116-129",0.573768004147751,78,NA,NA,"Moderate correlation","Spearman","OID21519",0.812722341587123,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P26447","S100A4","Protein S100-A4",NA,"9750-7",0.267849465106522,78,NA,NA,"No correlation","Spearman","OID21519",0.812722341587123,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P26639","TARS1","Threonine--tRNA ligase 1, cytoplasmic",NA,"18186-15",0.866867309905284,78,NA,NA,"Strong correlation","Spearman","OID31343",0.771649385560676,63,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P26927","MST1","Hepatocyte growth factor-like protein",NA,"4407-10",0.587475815323916,78,NA,NA,"Moderate correlation","Spearman","OID30713",0.751294424289388,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P27169","PON1","Serum paraoxonase/arylesterase 1",NA,"4261-55",0.106893106893107,78,NA,NA,"No correlation","Spearman","OID30704",0.773343665246029,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P27348","YWHAQ","14-3-3 protein theta",NA,"7625-27",0.523669518273965,78,NA,NA,"Moderate correlation","Spearman","OID30605",0.872670916839844,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P27487","DPP4","Dipeptidyl peptidase 4",NA,"15460-9",-0.1338787794484,78,NA,NA,"No correlation","Spearman","OID20406",0.853668416047339,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P27918","CFP","Properdin",NA,"2960-66",0.525057221259753,78,NA,NA,"Moderate correlation","Spearman","OID30784",0.153728294177732,88,0.152485114559145,0.186719842014397,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P27930","IL1R2","Interleukin-1 receptor type 2",NA,"14133-93",0.531936418012367,78,NA,NA,"Moderate correlation","Spearman","OID20757",0.63497235039273,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P27930","IL1R2","Interleukin-1 receptor type 2",NA,"5666-64",0.058258565856612,78,NA,NA,"No correlation","Spearman","OID20757",0.63497235039273,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P28799","GRN","Progranulin",NA,"4992-49",0.603763325282312,78,NA,NA,"Moderate correlation","Spearman","OID21159",0.481349723503927,88,2.78372075275932e-06,5.30881880044809e-06,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P28838","LAP3","Cytosol aminopeptidase",NA,"13959-7",0.674730332958181,78,NA,NA,"Moderate correlation","Spearman","OID20436",0.556373498643937,88,3.22673915640938e-08,7.22815180076625e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P28838","LAP3","Cytosol aminopeptidase",NA,"15610-72",0.684846798770849,78,NA,NA,"Moderate correlation","Spearman","OID20436",0.556373498643937,88,3.22673915640938e-08,7.22815180076625e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P28845","HSD11B1","11-beta-hydroxysteroid dehydrogenase 1",NA,"21967-20",0.494454912176431,78,NA,NA,"Weak correlation","Spearman","OID20575",0.746416117783805,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P28906","CD34","Hematopoietic progenitor cell antigen CD34",NA,"11285-8",-0.164823103367981,78,NA,NA,"No correlation","Spearman","OID21025",0.624364342422409,88,8.03407918207469e-11,2.11432992926861e-10,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P29279","CCN2","CCN family member 2",NA,"2975-19",0.0791056253344372,78,NA,NA,"No correlation","Spearman","OID20709",0.331346548188653,76,0.00361018926392146,0.00529338140125627,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P29350","PTPN6","Tyrosine-protein phosphatase non-receptor type 6",NA,"4318-12",0.735555583656849,78,NA,NA,"Strong correlation","Spearman","OID20717",0.897731675530978,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P29622","SERPINA4","Kallistatin",NA,"14105-5",0.461440214479655,78,NA,NA,"Weak correlation","Spearman","OID30774",0.816403085484837,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P29622","SERPINA4","Kallistatin",NA,"3449-58",0.490433617015895,78,NA,NA,"Weak correlation","Spearman","OID30774",0.816403085484837,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P29692","EEF1D","Elongation factor 1-delta",NA,"17826-341",0.589147694410852,78,NA,NA,"Moderate correlation","Spearman","OID30335",0.476612903225807,31,0.00728687210564689,0.010309371688315,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30040","ERP29","Endoplasmic reticulum resident protein 29",NA,"13728-19",0.58451174122203,78,NA,NA,"Moderate correlation","Spearman","OID30578",0.733479152426521,76,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30040","ERP29","Endoplasmic reticulum resident protein 29",NA,"4983-6",0.119686153450383,78,NA,NA,"No correlation","Spearman","OID30578",0.733479152426521,76,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30041","PRDX6","Peroxiredoxin-6",NA,"5018-68",0.641927692560604,78,NA,NA,"Moderate correlation","Spearman","OID21404",0.532404635271741,88,1.5176718597147e-07,3.19673792839159e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30043","BLVRB","Flavin reductase (NADPH)",NA,"17148-7",0.868511235599843,78,NA,NA,"Strong correlation","Spearman","OID21141",0.887957451304991,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30044","PRDX5","Peroxiredoxin-5, mitochondrial",NA,"5017-19",0.302226325291883,78,NA,NA,"Weak correlation","Spearman","OID20644",0.795621851995351,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30046","DDT","D-dopachrome decarboxylase",NA,"19237-17",0.456748673795304,78,NA,NA,"Weak correlation","Spearman","OID30372",0.81698425557395,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30048","PRDX3","Thioredoxin-dependent peroxide reductase, mitochondrial",NA,"8358-30",0.310502283105023,78,NA,NA,"Weak correlation","Spearman","OID20483",-0.180041628122109,47,0.225147479985256,0.267007883301842,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30086","PEBP1","Phosphatidylethanolamine-binding protein 1",NA,"4276-10",0.731867701096466,78,NA,NA,"Strong correlation","Spearman","OID21087",0.845532034799761,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30101","PDIA3","Protein disulfide-isomerase A3",NA,"4719-58",0.176216188874417,78,NA,NA,"No correlation","Spearman","OID30573",0.359356838434715,88,0.000632191304046778,0.000987197762474153,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30101","PDIA3","Protein disulfide-isomerase A3",NA,"7832-181",0.118426626708741,78,NA,NA,"No correlation","Spearman","OID30573",0.359356838434715,88,0.000632191304046778,0.000987197762474153,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30613","PKLR","Pyruvate kinase PKLR",NA,"11203-97",0.258235435450625,78,NA,NA,"No correlation","Spearman","OID20682",0.6743788952446,52,1.29103411254955e-07,2.73466700388075e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30613","PKLR","Pyruvate kinase PKLR",NA,"15607-56",0.316202784557215,78,NA,NA,"Weak correlation","Spearman","OID20682",0.6743788952446,52,1.29103411254955e-07,2.73466700388075e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P30740","SERPINB1","Leukocyte elastase inhibitor",NA,"10737-96",0.0201697037140075,78,NA,NA,"No correlation","Spearman","OID21088",0.91171899422793,88,5.57311520181083e-35,1.77741442453232e-34,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P31948","STIP1","Stress-induced-phosphoprotein 1",NA,"5489-18",0.516711136964301,78,NA,NA,"Moderate correlation","Spearman","OID21077",0.890141241942869,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P31949","S100A11","Protein S100-A11",NA,"14011-17",0.266834431391393,78,NA,NA,"No correlation","Spearman","OID20130",0.575484200474919,88,4.48924103157625e-09,1.06702171045254e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","P32004","L1CAM","Neural cell adhesion molecule L1",NA,"4246-40",0.509544313572026,78,NA,NA,"Moderate correlation","Spearman","OID21484",0.585396780669931,88,3.33429056119666e-09,8.04361975126288e-09,"Moderate correlation","Spearman"
