"UniProt","Gene.Name","OlinkID","Description","SomaScan.SeqID","Correlation_Sissala","P.value_Sissala","Adj.p.value_Sissala","N_Sissala","Correlation_Eldjarn","P.value_Eldjarn","cis.pQTL.olink_Eldjarn","cis.pQTL.soma_Eldjarn","confidence.tier_Eldjarn","cis.pQTL.platform_Eldjarn","High.corr.in.both.studies"
"P06730","EIF4E","OID30557","Eukaryotic translation initiation factor 4E","19263_147",0.783284228551283,0,0,62,0.47,"7.8022782348453398E-77","N","N","3","None",FALSE
"P07355","ANXA2","OID30263","Annexin A2","13700_10",0.102990384276707,0.33899105066318,0.385031082694899,88,0.71,"1.94242106184287E-207","Y","Y","1","Both",FALSE
"P07355","ANXA2","OID30263","Annexin A2","4961_17",0.102990384276707,0.33899105066318,0.385031082694899,88,0.7,"3.6568627565546502E-201","Y","Y","1","Both",FALSE
"P30530","AXL","OID20363","Tyrosine-protein kinase receptor UFO","10574_10",0.545095915506303,3.99576203089344e-08,8.88034514346199e-08,88,0.07,"8.0906742003821006E-3","Y","N","3","Olink only",FALSE
"P31948","STIP1","OID21077","Stress-induced-phosphoprotein 1","5489_18",0.890141241942869,0,0,88,0.67,"7.7094048954575E-193","N","N","3","None",FALSE
"O43768","ENSA","OID31355","Alpha-endosulfine","17734_13",0.668772893772894,1.46138326838906e-09,3.61820550441064e-09,64,0.52,"4.9402751423054602E-103","Y","Y","1","Both",FALSE
"Q8TCZ2","CD99L2","OID21122","CD99 antigen-like protein 2","10539_30",0.39169102884717,0.000180554960067135,0.000298895234480638,88,-0.03,"0.25634297198344702","Y","N","3","Olink only",FALSE
"P55957","BID","OID20517","BH3-interacting domain death agonist","5798_3",0.55167130428657,4.43049742432124e-08,9.76959295323961e-08,88,0.52,"1.6596142344652199E-97","Y","Y","1","Both",FALSE
"P25786","PSMA1","OID21221","Proteasome subunit alpha type-1","3859_50",-0.162216899721743,0.130890384611471,0.162212123190286,88,0.06,"1.6576355517037501E-2","N","N","3","None",FALSE
"P25786","PSMA1","OID21221","Proteasome subunit alpha type-1","7880_9",-0.162216899721743,0.130890384611471,0.162212123190286,88,0,"0.88105626287341599","N","N","3","None",FALSE
"Q6ZMJ2","SCARA5","OID21058","Scavenger receptor class A member 5","10419_1",0.317988094818781,0.00264666747320857,0.0039265276967838,88,0.27,"1.9495250291502301E-26","Y","Y","2","Both",FALSE
"P08887","IL6R","OID20385","Interleukin-6 receptor subunit alpha","15602_43",0.653217568947906,0,0,88,0.62,"1.1482969118109899E-154","Y","Y","1","Both",FALSE
"Q9Y6E0","STK24","OID20837","Serine/threonine-protein kinase 24","12617_2",0.588352699931647,4.41883821096014e-08,9.76295174202348e-08,76,0.59,"1.21269300796125E-134","N","N","3","None",FALSE
"Q6UWL2","SUSD1","OID20072","Sushi domain-containing protein 1","9582_93",-0.197744360902256,0.143776725615407,0.177016273958337,56,-0.1,"6.6947103859633995E-5","Y","N","3","Olink only",FALSE
"Q86SR1","GALNT10","OID21371","Polypeptide N-acetylgalactosaminyltransferase 10","7003_4",0.445239887820383,1.38253113196879e-05,2.4542101383534e-05,88,-0.02,"0.54321395304188402","Y","Y","2","Both",FALSE
"P17181","IFNAR1","OID31491","Interferon alpha/beta receptor 1","9183_7",0.468045112781955,0.000282879931659307,0.000460189398909737,57,0.19,"5.65961273040585E-13","Y","Y","2","Both",FALSE
"P01130","LDLR","OID20240","Low-density lipoprotein receptor","13129_40",0.848138494593357,0,0,88,-0.03,"0.269298335580272","Y","N","3","Olink only",FALSE
"Q8IYS5","OSCAR","OID20776","Osteoclast-associated immunoglobulin-like receptor","7116_31",0.645926526011764,0,0,88,-0.04,"0.14236358155210599","Y","N","3","Olink only",FALSE
"Q9Y3B8","REXO2","OID30075","Oligoribonuclease, mitochondrial","13590_1",-0.0581874537705611,0.589584599482167,0.635760279670838,88,0.15,"1.24572561453665E-8","N","Y","3","SomaScan only",FALSE
"P21860","ERBB3","OID20705","Receptor tyrosine-protein kinase erbB-3","2617_56",0.381654135338346,0.00072956799293687,0.00113768268511841,76,0.34,"5.4375372026043904E-40","Y","Y","2","Both",FALSE
"Q9NR71","ASAH2","OID20996","Neutral ceramidase","3212_30",0.823289070480082,0,0,88,0.75,"9.4881280752578205E-261","Y","Y","1","Both",TRUE
"Q03167","TGFBR3","OID20255","Transforming growth factor beta receptor type 3","3009_3",0.613991291221879,1.99930969123053e-10,5.21298069607221e-10,88,0.52,"8.8863967553749303E-100","Y","Y","1","Both",FALSE
"P51693","APLP1","OID20164","Amyloid beta precursor like protein 1","7210_25",0.639392765312951,0,0,88,0.79,"3.89896686328786e-314","N","Y","3","SomaScan only",FALSE
"Q12794","HYAL1","OID20357","Hyaluronidase-1","8309_12",0.63761403261597,0,0,88,0.26,"6.3964144612231405E-23","Y","Y","2","Both",FALSE
"Q9BXD5","NPL","OID30329","N-acetylneuraminate lyase","19496_1",0.597460462822726,7.54579459362538e-10,1.914427437349e-09,88,0.24,"4.8342898214189998E-20","Y","Y","2","Both",FALSE
"P19438","TNFRSF1A","OID21155","Tumor necrosis factor receptor superfamily member 1A","2654_19",0.287381275440977,0.019608659727079,0.026608385615231,66,0.62,"1.02418766135377E-153","Y","Y","1","Both",FALSE
"Q16775","HAGH","OID21459","Hydroxyacylglutathione hydrolase, mitochondrial","19267_14",0.515751728848288,0.000114252955579447,0.000192524756491337,52,0.32,"3.54134661172459E-35","Y","Y","2","Both",FALSE
"A6NI73","LILRA5","OID20209","Leukocyte immunoglobulin-like receptor subfamily A member 5","7787_25",0.737334244702666,0,0,76,0.71,"1.6696741631603901E-224","Y","Y","1","Both",TRUE
"A6NI73","LILRA5","OID20209","Leukocyte immunoglobulin-like receptor subfamily A member 5","8766_29",0.737334244702666,0,0,76,0.49,"6.7677978879822503E-90","Y","Y","2","Both",FALSE
"P36888","FLT3","OID21272","Receptor-type tyrosine-protein kinase FLT3","3437_80",0.125988557682763,0.278157419572109,0.323086138577069,76,-0.02,"0.42284959440861503","Y","N","3","Olink only",FALSE
"P54760","EPHB4","OID20242","Ephrin type-B receptor 4","15530_33",0.651245112887887,0,0,88,0.5,"8.8303597347238504E-94","Y","Y","2","Both",FALSE
"P16671","CD36","OID30485","Platelet glycoprotein 4","2973_15",0.326987425592617,0.00196886146631643,0.00296774979368658,88,0.37,"5.7573401664998398E-45","Y","Y","2","Both",FALSE
"P30048","PRDX3","OID20483","Thioredoxin-dependent peroxide reductase, mitochondrial","8358_30",-0.180041628122109,0.225147479985256,0.267007883301842,47,0.3,"5.08222152653254E-30","Y","Y","2","Both",FALSE
"Q16620","NTRK2","OID20136","BDNF/NT-3 growth factors receptor","4866_59",0.442668639135702,1.57054778159397e-05,2.77922953827522e-05,88,0.31,"1.3987824445270199E-33","Y","Y","2","Both",FALSE
"P51452","DUSP3","OID20827","Dual specificity protein phosphatase 3","3480_7",0.302823419655985,0.00872815797045673,0.0122868956965656,74,0.43,"1.38061292634997E-67","N","N","3","None",FALSE
"Q9UK23","NAGPA","OID30643","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase","11208_15",0.261103870945018,0.0142199772449262,0.0196023862143121,88,0.23,"3.8316732117046901E-18","Y","Y","2","Both",FALSE
"Q96GP6","SCARF2","OID21048","Scavenger receptor class F member 2","8956_96",0.498989898989899,0.000150220397563947,0.000251257524221771,54,0.67,"6.7725920469539202E-186","Y","Y","1","Both",FALSE
"Q96GP6","SCARF2","OID21048","Scavenger receptor class F member 2","9925_56",0.498989898989899,0.000150220397563947,0.000251257524221771,54,0.02,"0.53841965421383498","Y","N","3","Olink only",FALSE
"Q9ULC4","MCTS1","OID31444","Malignant T-cell-amplified sequence 1","12488_9",0.0977591036414566,0.575049333856453,0.623062090138134,35,0.15,"1.7488632391380798E-8","N","Y","3","SomaScan only",FALSE
"P35813","PPM1A","OID21184","Protein phosphatase 1A","12619_14",0.257684247946701,0.0266557515199079,0.0358265993642572,74,0.11,"5.4551686296339698E-5","N","N","3","None",FALSE
"Q8IZP9","ADGRG2","OID20189","Adhesion G-protein coupled receptor G2","10767_52",0.724581401601725,1.46585963033632e-15,4.13738880662425e-15,88,-0.02,"0.54247193258103799","Y","N","3","Olink only",FALSE
"P05026","ATP1B1","OID30124","Sodium/potassium-transporting ATPase subunit beta-1","13392_13",0.252747252747253,0.404328210459866,0.455575398811566,13,0.03,"0.32663777949550699","N","N","3","None",FALSE
"O60664","PLIN3","OID20143","Perilipin-3","14687_6",0.473653622626889,4.16191446952635e-06,7.76661394395908e-06,88,0.1,"2.1488084474849999E-4","Y","N","3","Olink only",FALSE
"P54819","AK2","OID31142","Adenylate kinase 2, mitochondrial","11368_32",0.791166214645487,0,0,88,0.63,"7.3471828459174505E-159","Y","N","3","Olink only",FALSE
"P25445","FAS","OID20316","Tumor necrosis factor receptor superfamily member 6","5392_73",0.431601216610884,6.40884993312597e-05,0.000109796533755679,80,0.52,"9.3650852076560304E-102","Y","Y","1","Both",FALSE
"P25445","FAS","OID20316","Tumor necrosis factor receptor superfamily member 6","9459_7",0.431601216610884,6.40884993312597e-05,0.000109796533755679,80,0.63,"6.6096894574202302E-158","Y","Y","1","Both",FALSE
"Q9BXJ1","C1QTNF1","OID20367","Complement C1q tumor necrosis factor-related protein 1","6304_8",0.44651493598862,7.07813923520248e-05,0.000121079078735509,75,0.08,"1.3275958532096999E-3","Y","N","3","Olink only",FALSE
"P05067","APP","OID21070","Amyloid-beta precursor protein","3171_57",0.393399316684865,0.00016840529372438,0.00028001410399827,88,0.75,"1.2273798910730201E-264","Y","Y","1","Both",FALSE
"P40121","CAPG","OID21431","Macrophage-capping protein","4968_50",0.615666438824334,5.72140050828073e-09,1.34013717299771e-08,76,0.59,"9.0349544089826899E-139","Y","Y","1","Both",FALSE
"O43598","DNPH1","OID20744","2'-deoxynucleoside 5'-phosphate N-hydrolase 1","17785_11",0.563636363636364,0.00882016806570389,0.0124009585880195,21,0.52,"4.3662041187286401E-101","Y","Y","1","Both",FALSE
"Q01638","IL1RL1","OID20250","Interleukin-1 receptor-like 1","4234_8",0.756445760829322,0,0,74,0.83,"0","Y","Y","1","Both",TRUE
"P18564","ITGB6","OID20493","Integrin beta-6","7737_76",-0.230769230769231,0.447771588455077,0.500528835015625,13,0.03,"0.190025515550306","Y","N","3","Olink only",FALSE
"Q03154","ACY1","OID20137","Aminoacylase-1","3343_1",0.882462752280652,0,0,88,0.85,"0","Y","Y","1","Both",TRUE
"P24666","ACP1","OID30524","Low molecular weight phosphotyrosine protein phosphatase","3858_5",0.527138882040083,2.09303081135857e-07,4.33583813949326e-07,88,0.07,"8.2419158479934002E-3","Y","Y","2","Both",FALSE
"Q9NZC2","TREM2","OID20731","Triggering receptor expressed on myeloid cells 2","16300_4",0.48754887112113,2.00033306831789e-06,3.85388401728823e-06,88,0.77,"1.1575122774255501E-275","Y","Y","1","Both",FALSE
"Q9UJU6","DBNL","OID20681","Drebrin-like protein","4978_54",0.845479201155296,0,0,88,0.63,"2.22711675509429E-155","Y","Y","1","Both",FALSE
"Q9BY32","ITPA","OID30082","Inosine triphosphate pyrophosphatase","18916_25",0.54025974025974,0.0126485034835171,0.0175216692428108,21,0.79,"2.2028613253587901E-291","Y","Y","1","Both",FALSE
"Q08345","DDR1","OID21009","Epithelial discoidin domain-containing receptor 1","4122_12",0.53001428950796,9.15098076652018e-07,1.80304664666689e-06,78,-0.07,"7.7529310729904004E-3","Y","N","3","Olink only",FALSE
"Q13443","ADAM9","OID31488","Disintegrin and metalloproteinase domain-containing protein 9","3795_6",0.615127919911012,0.000393375046732084,0.000630852880341651,30,0.06,"1.59261386470449E-2","Y","Y","2","Both",FALSE
"O95998","IL18BP","OID20348","Interleukin-18-binding protein","3073_51",0.637812713602187,0,0,76,0.53,"7.0907244238488502E-108","Y","Y","1","Both",FALSE
"P20936","RASA1","OID20826","Ras GTPase-activating protein 1","5481_16",0.0842245989304813,0.640059972285659,0.683012957193298,33,0.02,"0.38314000687295902","N","N","3","None",FALSE
"O00339","MATN2","OID20767","Matrilin-2","3325_2",0.158933697881066,0.169944886632145,0.205677356559344,76,0.28,"1.9551700073007101E-26","Y","Y","2","Both",FALSE
"Q96A00","PPP1R14A","OID31011","Protein phosphatase 1 regulatory subunit 14A","19117_3",0.843607139129527,0,0,66,0.52,"2.28453961828063E-100","Y","Y","1","Both",FALSE
"Q7Z6M3","MILR1","OID20482","Allergin-1","11173_29",-0.0301158301158301,0.861442851504746,0.888190848720418,36,-0.07,"7.8541224332204004E-3","Y","N","3","Olink only",FALSE
"Q86YD3","TMEM25","OID31015","Transmembrane protein 25","9014_18",-0.00520788867070776,0.970904423295577,0.976091802226809,52,0.07,"6.9335274131858997E-3","Y","Y","2","Both",FALSE
"Q9H0P0","NT5C3A","OID20553","Cytosolic 5'-nucleotidase 3A","19615_213",0.868166717003926,0,0,43,0.43,"1.98688100644524E-63","Y","Y","2","Both",FALSE
"Q9NRA1","PDGFC","OID21183","Platelet-derived growth factor C","13658_31",0.0452257987826175,0.675651996221764,0.717602167200726,88,0.05,"5.89103994875919E-2","Y","N","3","Olink only",FALSE
"P08319","ADH4","OID20117","All-trans-retinol dehydrogenase [NAD(+)] ADH4","8325_37",0.811876805974865,1.92965018877793e-19,5.7940826147082e-19,78,0.91,"0","Y","Y","1","Both",TRUE
"Q24JP5","TMEM132A","OID30287","Transmembrane protein 132A","7871_16",0.177494254147137,0.273208339375069,0.317991974386034,40,0.15,"1.6561031171462701E-8","Y","Y","2","Both",FALSE
"Q9BY76","ANGPTL4","OID20703","Angiopoietin-related protein 4","3796_79",0.818850267379679,4.28434631986853e-07,8.69968884016469e-07,33,0.11,"5.7619202916324299E-5","Y","Y","2","Both",FALSE
"P17538","CTRB1","OID21150","Chymotrypsinogen B","5671_1",0.827341079972659,0,0,76,0.79,"1.30233145084562E-303","Y","Y","1","Both",TRUE
"P15529","CD46","OID20380","Membrane cofactor protein","17682_1",0.599115917015956,5.52006934514119e-10,1.4068077405563e-09,88,0.28,"9.3489069183675202E-28","Y","Y","2","Both",FALSE
"Q13561","DCTN2","OID21334","Dynactin subunit 2","5879_51",0.463020321825187,0.000178462270869754,0.000295864763306831,62,-0.04,"0.131507923825182","N","N","3","None",FALSE
"P05089","ARG1","OID21445","Arginase-1","5867_60",0.440579761191927,2.12520149166011e-05,3.74898825638166e-05,88,0.52,"6.6517550509396098E-103","Y","Y","1","Both",FALSE
"O94856","NFASC","OID20634","Neurofascin","7179_69",0.43783422459893,0.0114545043906049,0.015945913017254,33,0.69,"1.32959940433217E-199","Y","Y","1","Both",FALSE
"P29692","EEF1D","OID30335","Elongation factor 1-delta","17826_341",0.476612903225807,0.00728687210564689,0.010309371688315,31,0.5,"6.6640297510106906E-86","N","N","3","None",FALSE
"Q9NQ76","MEPE","OID20753","Matrix extracellular phosphoglycoprotein","3209_69",0.473504273504273,0.0154891949130334,0.0211967285537148,26,0,"0.96450125049107205","Y","N","3","Olink only",FALSE
"P14210","HGF","OID20656","Hepatocyte growth factor","2681_23",0.424175824175824,0.132341658327931,0.1638308467678,14,0.58,"1.0564414862971001E-125","Y","Y","1","Both",FALSE
"P22303","ACHE","OID30585","Acetylcholinesterase","15553_22",0.427755376344086,0.000529243659299394,0.000835686841047575,63,-0.06,"2.8215242037431299E-2","Y","N","3","Olink only",FALSE
"P26639","TARS1","OID31343","Threonine--tRNA ligase 1, cytoplasmic","18186_15",0.771649385560676,0,0,63,0.58,"2.1697992105970198E-133","N","N","3","None",FALSE
"O95633","FSTL3","OID20782","Follistatin-related protein 3","3438_10",0.384072580645161,0.00202257817467991,0.00303252424862366,63,0.75,"5.06008337991057E-259","Y","Y","1","Both",FALSE
"Q9NP79","VTA1","OID21016","Vacuolar protein sorting-associated protein VTA1 homolog","4209_60",0.717543859649123,0.000783411997131511,0.00121996157898135,19,0.69,"4.7435667623527396E-205","N","Y","3","SomaScan only",FALSE
"P12081","HARS1","OID21086","Histidine--tRNA ligase, cytoplasmic","17450_51",0.85455069124424,0,0,63,0.68,"3.9755240626341201E-198","N","N","3","None",FALSE
"Q8WZ42","TTN","OID30108","Titin","11352_42",0.631297686055533,1.32487987745956e-08,3.0464142192502e-08,66,0.4,"9.8476226567414401E-55","Y","N","3","Olink only",FALSE
"P18510","IL1RN","OID20700","Interleukin-1 receptor antagonist protein","5353_89",-0.238095238095238,0.582142857142857,0.62833583720295,8,0.71,"5.4102101976254203E-216","Y","Y","1","Both",FALSE
"P35613","BSG","OID20626","Basigin","3585_54",0.174251152073733,0.171597052412534,0.207201146709894,63,0.15,"4.8244437212813801E-9","Y","Y","2","Both",FALSE
"P07949","RET","OID21346","Proto-oncogene tyrosine-protein kinase receptor Ret","3220_40",0.793114973262032,6.54822728361192e-07,1.30617466487595e-06,33,0.77,"1.62395809932192E-286","Y","Y","1","Both",TRUE
"Q9Y639","NPTN","OID21235","Neuroplastin","7194_36",0.292338709677419,0.110596219576797,0.138429192796235,31,0.25,"9.2541758398910801E-23","N","N","3","None",FALSE
"P16234","PDGFRA","OID20133","Platelet-derived growth factor receptor alpha","10366_11",0.0274193548387097,0.883719397181716,0.905371324335896,31,0.44,"1.3450485623546001E-69","Y","Y","2","Both",FALSE
"Q6UXI7","VIT","OID30334","Vitrin","6234_74",0.762934362934363,5.28623304366837e-07,1.06194966304299e-06,36,0.66,"2.8586875256095102E-173","Y","Y","1","Both",FALSE
"Q9BRK3","MXRA8","OID30583","Matrix remodeling-associated protein 8","10521_10",0.248382867132867,0.0462881665722567,0.0604154220347721,65,0.69,"1.1980426313030099E-190","Y","Y","1","Both",FALSE
"Q9NS62","THSD1","OID30476","Thrombospondin type-1 domain-containing protein 1","5621_64",0.428590250329381,0.00357614465179006,0.00525711889566534,45,0.18,"1.6811786124045299E-11","Y","Y","2","Both",FALSE
"Q92619","ARHGAP45","OID30653","Rho GTPase-activating protein 45","13544_9",0.485714285714286,0.080916111294897,0.102992434782344,14,0.58,"1.29600721948237E-125","Y","Y","1","Both",FALSE
"P04085","PDGFA","OID20313","Platelet-derived growth factor subunit A","4499_21",0.183623693379791,0.249529580734846,0.293151817533445,41,0.78,"1.1113107020433499E-292","Y","Y","1","Both",FALSE
"P01127","PDGFB","OID20741","Platelet-derived growth factor subunit B","4149_8",0.0253469010175763,0.866988490096708,0.891466307212371,46,0.71,"5.8552730403246596E-217","N","N","3","None",FALSE
"P51858","HDGF","OID21455","Hepatoma-derived growth factor","16758_96",0.413480724718653,0.000562916596214544,0.000886377736577712,67,0.41,"1.49457990327662E-60","Y","Y","2","Both",FALSE
"P51858","HDGF","OID21455","Hepatoma-derived growth factor","8953_47",0.413480724718653,0.000562916596214544,0.000886377736577712,67,0.39,"3.4002912518001999E-53","Y","Y","2","Both",FALSE
"P16870","CPE","OID21392","Carboxypeptidase E","5343_74",-0.192307692307692,0.529184736920623,0.580148845263649,13,0.12,"1.03185542117271E-5","Y","Y","2","Both",FALSE
"P04626","ERBB2","OID21520","Receptor tyrosine-protein kinase erbB-2","2616_23",0.285823650034176,0.0125634895981777,0.0174252822559492,76,-0.04,"0.13897492897386601","Y","N","3","Olink only",FALSE
"Q99426","TBCB","OID20993","Tubulin-folding cofactor B","17686_27",0.864151305683564,0,0,63,0.71,"5.0089286229285799E-222","Y","Y","1","Both",TRUE
"P06213","INSR","OID30566","Insulin receptor","3448_13",0.299270908882696,0.0134497206172888,0.0185859664344175,68,0.18,"1.4250818972934799E-11","Y","Y","2","Both",FALSE
"P35609","ACTN2","OID30192","Alpha-actinin-2","9844_138",0.428571428571429,0.299206349206349,0.34294819112078,8,0.76,"9.5867703047217301E-260","N","N","3","None",FALSE
"P13929","ENO3","OID30209","Beta-enolase","16616_137",-0.00996677740863787,0.949581905775908,0.957212474661608,43,0.59,"4.5533557906868796E-130","Y","Y","1","Both",FALSE
"Q13444","ADAM15","OID20109","Disintegrin and metalloproteinase domain-containing protein 15","15455_40",0.263344621835188,0.0570177923974994,0.0735517122938091,53,0.06,"3.3554159725297301E-2","Y","N","3","Olink only",FALSE
"Q13444","ADAM15","OID20109","Disintegrin and metalloproteinase domain-containing protein 15","9956_7",0.263344621835188,0.0570177923974994,0.0735517122938091,53,-0.02,"0.43015800115993702","Y","N","3","Olink only",FALSE
"Q9BWV1","BOC","OID20116","Brother of CDO","4328_2",0.544466403162055,0.0081038931969185,0.0114223413474669,23,0.46,"1.6354072248870101E-78","Y","Y","2","Both",FALSE
"Q13976","PRKG1","OID30621","cGMP-dependent protein kinase 1","13067_5",0.584232064141928,4.37419024601932e-06,8.12246840091417e-06,53,0.33,"3.1702389212358301E-35","Y","N","3","Olink only",FALSE
"P04233","CD74","OID21040","HLA class II histocompatibility antigen gamma chain","6974_6",0.560942823220612,1.65459240211162e-07,3.45932374441486e-07,75,-0.09,"3.2052844605940002E-4","Y","N","3","Olink only",FALSE
"P04233","CD74","OID21040","HLA class II histocompatibility antigen gamma chain","8748_45",0.560942823220612,1.65459240211162e-07,3.45932374441486e-07,75,-0.01,"0.68933114372718496","Y","N","3","Olink only",FALSE
"Q9NQ25","SLAMF7","OID20602","SLAM family member 7","5487_7",0.473344947735192,0.00198567442960129,0.00298512174569887,41,0.77,"3.5916522065996798E-283","Y","Y","1","Both",FALSE
"P21757","MSR1","OID21063","Macrophage scavenger receptor types I and II","11207_3",0.422832980972516,0.00455120567820097,0.006579143675658,44,-0.06,"1.5950464695892699E-2","Y","N","3","Olink only",FALSE
"P21757","MSR1","OID21063","Macrophage scavenger receptor types I and II","15533_97",0.422832980972516,0.00455120567820097,0.006579143675658,44,0.74,"4.4790502057825699E-253","Y","Y","1","Both",FALSE
"O95379","TNFAIP8","OID20433","Tumor necrosis factor alpha-induced protein 8","12563_2",0.248484848484848,0.491555497342584,0.543019722602522,10,0.53,"2.0690270506658201E-105","Y","Y","1","Both",FALSE
"Q96AT9","RPE","OID31324","Ribulose-phosphate 3-epimerase","12646_2",0.333333333333333,0.348846243872153,0.395826542041871,10,0.69,"1.05673774396601E-208","Y","Y","1","Both",FALSE
"P52823","STC1","OID21014","Stanniocalcin-1","4930_21",0.631712473572939,7.11032241329173e-06,1.29685848216581e-05,44,0.65,"4.6919492242926102E-171","Y","Y","1","Both",FALSE
"Q16363","LAMA4","OID20769","Laminin subunit alpha-4","6577_64",0.0278225806451613,0.882008765867482,0.904439506507164,31,-0.06,"1.6521366746490702E-2","Y","N","3","Olink only",FALSE
"P16278","GLB1","OID20949","Beta-galactosidase","10554_23",0.296521739130435,0.159157159637296,0.194468001331718,24,0.12,"1.02575765345165E-5","Y","Y","2","Both",FALSE
"P34896","SHMT1","OID20714","Serine hydroxymethyltransferase, cytosolic","12334_25",0.951515151515151,0,0,10,0.73,"6.0671333827684697E-232","Y","Y","1","Both",TRUE
"Q96I82","KAZALD1","OID21339","Kazal-type serine protease inhibitor domain-containing protein 1","7144_234",0.608791208791209,0.0236548803059208,0.0319836645094425,14,0.11,"2.6928041147396E-5","Y","N","3","Olink only",FALSE
"Q9Y2Z0","SUGT1","OID21229","Protein SGT1 homolog","17818_22",0.0883275261324042,0.581698108572719,0.62833583720295,41,0.67,"6.2458864111366004E-186","N","N","3","None",FALSE
"Q14116","IL18","OID20694","Interleukin-18","5661_15",-0.103030303030303,0.785018103976204,0.816100772918172,10,0.18,"3.8978595233963701E-12","Y","N","3","Olink only",FALSE
"Q9BZZ2","SIGLEC1","OID20690","Sialoadhesin","4464_10",0.186813186813187,0.522076764040787,0.57337029825102,14,0.15,"1.7705198563934901E-8","Y","Y","2","Both",FALSE
"P22223","CDH3","OID21008","Cadherin-3","2643_57",0.426215644820296,0.00421297960465281,0.00611369405353859,44,-0.06,"2.8510569161283399E-2","Y","N","3","Olink only",FALSE
"Q15389","ANGPT1","OID20740","Angiopoietin-1","2811_27",0.963636363636364,0,0,10,0.77,"7.8433458118095694E-276","Y","Y","1","Both",TRUE
"Q92832","NELL1","OID21494","Protein kinase C-binding protein NELL1","6544_33",0.478787878787879,0.166058037179348,0.201807883719574,10,0.76,"5.9693724215507202E-268","Y","Y","1","Both",FALSE
"Q9UHN6","CEMIP2","OID30499","Cell surface hyaluronidase","8992_1",0.196480938416422,0.279893119162531,0.324473331032159,32,0.14,"2.89328039504715E-7","Y","Y","2","Both",FALSE
"P15289","ARSA","OID21138","Arylsulfatase A","3583_54",0.34984520123839,0.15495006143369,0.189532632024524,18,0.17,"4.6972046872401399E-11","Y","Y","2","Both",FALSE
"O14737","PDCD5","OID21021","Programmed cell death protein 5","12517_52",0.890909090909091,0.00138026714145767,0.00210584000365636,10,0.7,"7.3954892556886402E-217","Y","Y","1","Both",FALSE
"Q8TDX7","NEK7","OID31250","Serine/threonine-protein kinase Nek7","12703_6",0.684848484848485,0.0350915379341639,0.0466098192090248,10,0.59,"8.10318085671852E-135","N","Y","3","SomaScan only",FALSE
"Q9HB71","CACYBP","OID30649","Calcyclin-binding protein","12432_23",0.563636363636364,0.095791569143582,0.120971679600788,10,0.75,"2.7980644398737099E-251","Y","Y","1","Both",FALSE
"P35520","CBS","OID30200","Cystathionine beta-synthase","10086_39",0.175757575757576,0.631967363906089,0.676936578605289,10,0.12,"4.9611315603529501E-6","Y","N","3","Olink only",FALSE
"O14964","HGS","OID21175","Hepatocyte growth factor-regulated tyrosine kinase substrate","13644_30",-0.212121212121212,0.559908079271241,0.611350310925755,10,0.4,"4.8074329277292698E-57","N","N","3","None",FALSE
"P01133","EGF","OID20698","Pro-epidermal growth factor","5509_7",-0.151515151515151,0.681807643477163,0.722780121582833,10,0.61,"4.26681848873154E-143","Y","Y","1","Both",FALSE
"O94760","DDAH1","OID21299","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1","19392_6",0.304048582995951,0.0602631275241394,0.0773148533804015,39,0.2,"1.0361821610132901E-14","Y","N","3","Olink only",FALSE
"Q15303","ERBB4","OID21510","Receptor tyrosine-protein kinase erbB-4","2618_10",0.0666666666666667,0.864753528804526,0.889978791267374,10,-0.02,"0.53987277906918196","Y","N","3","Olink only",FALSE
"Q9UN19","DAPP1","OID20524","Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide","11615_16",0.582758620689655,0.00111976667170728,0.00172943443550961,29,0.59,"6.6474656112617994E-135","Y","Y","1","Both",FALSE
"Q8NBJ7","SUMF2","OID21032","Inactive C-alpha-formylglycine-generating enzyme 2","6069_71",0.303921568627451,0.235017254877754,0.277256510717852,17,-0.3,"6.2081080754678598E-31","Y","N","3","Olink only",FALSE
"P36952","SERPINB5","OID20064","Serpin B5","15417_3",0.404761904761905,0.326835317460317,0.372348207278202,8,-0.09,"6.5705354177799996E-4","Y","Y","2","Both",FALSE
"Q86UX2","ITIH5","OID31430","Inter-alpha-trypsin inhibitor heavy chain H5","8233_2",0.169924812030075,0.472186585290604,0.523158640621287,20,0.17,"3.34961736161719E-11","Y","Y","2","Both",FALSE
"Q16774","GUK1","OID30148","Guanylate kinase","17325_10",-0.254901960784314,0.322171745276912,0.367405960017812,17,-0.02,"0.55479118877561195","N","Y","3","SomaScan only",FALSE
"P41236","PPP1R2","OID20176","Protein phosphatase inhibitor 2","19152_4",0.259803921568627,0.312678606386675,0.357663775694586,17,0.66,"4.8365970370805497E-183","N","N","3","None",FALSE
"P23588","EIF4B","OID21000","Eukaryotic translation initiation factor 4B","14675_20",0.604894327030033,0.000516219473465328,0.000816263004961282,30,0.68,"6.3590850611177796E-200","N","N","3","None",FALSE
"Q8NHJ6","LILRB4","OID20429","Leukocyte immunoglobulin-like receptor subfamily B member 4","6453_70",0.647058823529412,0.00614734732860805,0.00875202412862357,17,-0.12,"7.9697064642284794E-6","Y","N","3","Olink only",FALSE
