"UniProt","Gene.Name","Description","OlinkID","Assay","Panel","Panel_Lot_Nr","PlateID","Analyzed.MS","Detected.MS","Perc.Missing.MS","Analyzed.Olink","Detected.Olink","Perc.Missing.Olink","Overlapping","Detected.Platform","In.HPA","In.HPA.Plasma","In.HPPP","In.Ref.Plasma.Proteome"
"Q9NZN3","EHD3","EH domain-containing protein 3","OID30229","EHD3","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q13162","PRDX4","Peroxiredoxin-4",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P55072","VCP","Transitional endoplasmic reticulum ATPase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P17174","GOT1","Aspartate aminotransferase, cytoplasmic","OID30417","GOT1","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01743","IGHV1-46","Immunoglobulin heavy variable 1-46",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q14314","FGL2","Fibroleukin",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P07477","PRSS1","Serine protease 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P31944","CASP14","Caspase-14",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P55103","INHBC","Inhibin beta C chain","OID21093","INHBC","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P12273","PIP","Prolactin-inducible protein",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q8NBS9","TXNDC5","Thioredoxin domain-containing protein 5","OID21012","TXNDC5","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q16819","MEP1A","Meprin A subunit alpha","OID31459","MEP1A","Oncology II","B20705","Run123",TRUE,TRUE,38.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9HBW9","ADGRL4","Adhesion G protein-coupled receptor L4",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P61916","NPC2","NPC intracellular cholesterol transporter 2","OID30418","NPC2","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P47755","CAPZA2","F-actin-capping protein subunit alpha-2",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q06141","REG3A","Regenerating islet-derived protein 3-alpha","OID20258","REG3A","Cardiometabolic","B04413","Run122",TRUE,TRUE,27.2727272727273,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P62937","PPIA","Peptidyl-prolyl cis-trans isomerase A",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9NY65","TUBA8","Tubulin alpha-8 chain",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q96AP7","ESAM","Endothelial cell-selective adhesion molecule","OID20270","ESAM","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"O95274","LYPD3","Ly6/PLAUR domain-containing protein 3","OID21530","LYPD3","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P06858","LPL","Lipoprotein lipase","OID20188","LPL","Cardiometabolic","B04413","Run122",TRUE,TRUE,25,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01701","IGLV1-51","Immunoglobulin lambda variable 1-51",NA,NA,NA,NA,NA,TRUE,TRUE,9.09090909090909,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O75368","SH3BGRL","Adapter SH3BGRL",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q8IWV2","CNTN4","Contactin-4","OID21117","CNTN4","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q12864","CDH17","Cadherin-17","OID20134","CDH17","Cardiometabolic","B04413","Run122",TRUE,TRUE,13.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q53H82","LACTB2","Endoribonuclease LACTB2","OID20150","LACTB2","Cardiometabolic","B04413","Run122",TRUE,TRUE,85.2272727272727,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9BUN1","MENT","Protein MENT","OID30595","MENT","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"A0A0C4DH35","IGHV3-35","Probable non-functional immunoglobulin heavy variable 3-35",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9NSB2","KRT84","Keratin, type II cuticular Hb4",NA,NA,NA,NA,NA,TRUE,TRUE,71.5909090909091,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9BR76","CORO1B","Coronin-1B",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q6GTS8","PM20D1","N-fatty-acyl-amino acid synthase/hydrolase PM20D1","OID20149","PM20D1","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,3.40909090909091,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9NPY3","CD93","Complement component C1q receptor","OID20397","CD93","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P30153","PPP2R1A","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q02818","NUCB1","Nucleobindin-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P01714","IGLV3-19","Immunoglobulin lambda variable 3-19",NA,NA,NA,NA,NA,TRUE,TRUE,11.3636363636364,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9UHL4","DPP7","Dipeptidyl peptidase 2","OID20142","DPP7","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,1.13636363636364,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8WWA0","ITLN1","Intelectin-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P08254","MMP3","Stromelysin-1","OID21083","MMP3","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P28482","MAPK1","Mitogen-activated protein kinase 1",NA,NA,NA,NA,NA,TRUE,TRUE,42.0454545454545,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P58546","MTPN","Myotrophin","OID20080","MTPN","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,92.0454545454545,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01040","CSTA","Cystatin-A",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O95967","EFEMP2","EGF-containing fibulin-like extracellular matrix protein 2",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P60900","PSMA6","Proteasome subunit alpha type-6",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P00740","F9","Coagulation factor IX","OID20349","F9","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"O00584","RNASET2","Ribonuclease T2","OID20321","RNASET2","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8N3T6","TMEM132C","Transmembrane protein 132C",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q96G03","PGM2","Phosphopentomutase","OID30904","PGM2","Neurology II","B20707","Run123",TRUE,TRUE,0,TRUE,TRUE,19.3181818181818,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P24158","PRTN3","Myeloblastin","OID20329","PRTN3","Cardiometabolic","B04413","Run122",TRUE,TRUE,13.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q14515","SPARCL1","SPARC-like protein 1","OID20361","SPARCL1","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9Y6Z7","COLEC10","Collectin-10",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"A0A0C4DH43","IGHV2-70D","Immunoglobulin heavy variable 2-70D",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q8WVN6","SECTM1","Secreted and transmembrane protein 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P06312","IGKV4-1","Immunoglobulin kappa variable 4-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P09972","ALDOC","Fructose-bisphosphate aldolase C",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P00568","AK1","Adenylate kinase isoenzyme 1","OID20122","AK1","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q02747","GUCA2A","Guanylin","OID21101","GUCA2A","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q969H8","MYDGF","Myeloid-derived growth factor","OID30313","MYDGF","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8WUA8","TSKU","Tsukushi",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P07384","CAPN1","Calpain-1 catalytic subunit",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9UBQ6","EXTL2","Exostosin-like 2",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9NS98","SEMA3G","Semaphorin-3G","OID30599","SEMA3G","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P26992","CNTFR","Ciliary neurotrophic factor receptor subunit alpha",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q13797","ITGA9","Integrin alpha-9",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q14623","IHH","Indian hedgehog protein",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9NS71","GKN1","Gastrokine-1","OID20885","GKN1","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P49327","FASN","Fatty acid synthase",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P00441","SOD1","Superoxide dismutase [Cu-Zn]","OID20386","SOD1","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"A0A0A0MS14","IGHV1-45","Immunoglobulin heavy variable 1-45",NA,NA,NA,NA,NA,TRUE,TRUE,11.3636363636364,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9UBR2","CTSZ","Cathepsin Z","OID20365","CTSZ","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01137","TGFB1","Transforming growth factor beta-1 proprotein","OID20621","TGFB1","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P42702","LIFR","Leukemia inhibitory factor receptor","OID20606","LIFR","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,75,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P58166","INHBE","Inhibin beta E chain",NA,NA,NA,NA,NA,TRUE,TRUE,29.5454545454545,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O75347","TBCA","Tubulin-specific chaperone A","OID30616","TBCA","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P52306-6","RAP1GDS1","Isoform 6 of Rap1 GTPase-GDP dissociation stimulator 1",NA,NA,NA,NA,NA,TRUE,TRUE,29.5454545454545,FALSE,FALSE,NA,FALSE,"MS",FALSE,FALSE,FALSE,FALSE
"P01236","PRL","Prolactin","OID21033","PRL","Neurology","B04414","Run122",TRUE,TRUE,35.2272727272727,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P06865","HEXA","Beta-hexosaminidase subunit alpha",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q01459","CTBS","Di-N-acetylchitobiase","OID30710","CTBS","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q10469","MGAT2","Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q92530","PSMF1","Proteasome inhibitor PI31 subunit",NA,NA,NA,NA,NA,TRUE,TRUE,43.1818181818182,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P48147","PREP","Prolyl endopeptidase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P04216","THY1","Thy-1 membrane glycoprotein","OID21050","THY1","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P31415","CASQ1","Calsequestrin-1",NA,NA,NA,NA,NA,TRUE,TRUE,80.6818181818182,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P62333","PSMC6","26S proteasome regulatory subunit 10B",NA,NA,NA,NA,NA,TRUE,TRUE,29.5454545454545,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P46940","IQGAP1","Ras GTPase-activating-like protein IQGAP1",NA,NA,NA,NA,NA,TRUE,TRUE,51.1363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9UQP3","TNN","Tenascin-N","OID30412","TNN","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P49257","LMAN1","Protein ERGIC-53",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P15085","CPA1","Carboxypeptidase A1","OID20280","CPA1","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P02538","KRT6A","Keratin, type II cytoskeletal 6A",NA,NA,NA,NA,NA,TRUE,TRUE,9.09090909090909,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P0DJI9","SAA2","Serum amyloid A-2 protein",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P41226","UBA7","Ubiquitin-like modifier-activating enzyme 7",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q7Z3B1","NEGR1","Neuronal growth regulator 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q96KG7","MEGF10","Multiple epidermal growth factor-like domains protein 10","OID20746","MEGF10","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P06733","ENO1","Alpha-enolase","OID21037","ENO1","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8NI99","ANGPTL6","Angiopoietin-related protein 6",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q6ZRP7","QSOX2","Sulfhydryl oxidase 2",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O60925","PFDN1","Prefoldin subunit 1",NA,NA,NA,NA,NA,TRUE,TRUE,76.1363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P29144","TPP2","Tripeptidyl-peptidase 2",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P14174","MIF","Macrophage migration inhibitory factor","OID21073","MIF","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8WXD2","SCG3","Secretogranin-3","OID20728","SCG3","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P15814","IGLL1","Immunoglobulin lambda-like polypeptide 1",NA,NA,NA,NA,NA,TRUE,TRUE,9.09090909090909,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P51580","TPMT","Thiopurine S-methyltransferase","OID21270","TPMT","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,90.9090909090909,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P49591","SARS1","Serine--tRNA ligase, cytoplasmic",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q12884","FAP","Prolyl endopeptidase FAP","OID20330","FAP","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"O14672","ADAM10","Disintegrin and metalloproteinase domain-containing protein 10",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"A0A0A0MS15","IGHV3-49","Immunoglobulin heavy variable 3-49",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9Y274","ST3GAL6","Type 2 lactosamine alpha-2,3-sialyltransferase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P31146","CORO1A","Coronin-1A","OID20286","CORO1A","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"A0A0B4J1V2","IGHV2-26","Immunoglobulin heavy variable 2-26",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P52907","CAPZA1","F-actin-capping protein subunit alpha-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P50895","BCAM","Basal cell adhesion molecule","OID21076","BCAM","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P20036","HLA-DPA1","HLA class II histocompatibility antigen, DP alpha 1 chain",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P01709","IGLV2-8","Immunoglobulin lambda variable 2-8",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P68371","TUBB4B","Tubulin beta-4B chain",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9Y5X9","LIPG","Endothelial lipase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P05198","EIF2S1","Eukaryotic translation initiation factor 2 subunit 1",NA,NA,NA,NA,NA,TRUE,TRUE,52.2727272727273,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P06732","CKM","Creatine kinase M-type",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P48163","ME1","NADP-dependent malic enzyme",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q5XKE5","KRT79","Keratin, type II cytoskeletal 79",NA,NA,NA,NA,NA,TRUE,TRUE,85.2272727272727,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O14498","ISLR","Immunoglobulin superfamily containing leucine-rich repeat protein",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P09093","CELA3A","Chymotrypsin-like elastase family member 3A","OID20298","CELA3A","Cardiometabolic","B04413","Run122",TRUE,TRUE,65.9090909090909,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P03951","F11","Coagulation factor XI","OID30773","F11","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9H3S1","SEMA4A","Semaphorin-4A",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P52790","HK3","Hexokinase-3",NA,NA,NA,NA,NA,TRUE,TRUE,64.7727272727273,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P09529","INHBB","Inhibin beta B chain","OID30625","INHBB","Inflammation II","B20704","Run123",TRUE,TRUE,20.4545454545455,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8N184-1","ZNF567","Isoform 1 of Zinc finger protein 567",NA,NA,NA,NA,NA,TRUE,TRUE,61.3636363636364,FALSE,FALSE,NA,FALSE,"MS",FALSE,FALSE,FALSE,FALSE
"P13693","TPT1","Translationally-controlled tumor protein","OID20476","TPT1","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,80.6818181818182,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q15691","MAPRE1","Microtubule-associated protein RP/EB family member 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q15485","FCN2","Ficolin-2","OID20382","FCN2","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"A0M8Q6","IGLC7","Immunoglobulin lambda constant 7",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,FALSE,TRUE,TRUE
"P98066","TNFAIP6","Tumor necrosis factor-inducible gene 6 protein",NA,NA,NA,NA,NA,TRUE,TRUE,22.7272727272727,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q8WUM4","PDCD6IP","Programmed cell death 6-interacting protein",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9UHG3","PCYOX1","Prenylcysteine oxidase 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P55000","SLURP1","Secreted Ly-6/uPAR-related protein 1","OID30404","SLURP1","Cardiometabolic II","B20706","Run123",TRUE,TRUE,13.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"A0A075B6I9","IGLV7-46","Immunoglobulin lambda variable 7-46",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q86UN3","RTN4RL2","Reticulon-4 receptor-like 2",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
