biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name
Q9UKD2,Q9UKD2,,C,,canonical,0.999,0.000,2,0.003,2,,,,,,,,,Q9UKD2,4082,3,,,,nP20K \PName=mRNA turnover protein 4 homolog isoform Iso 1 \GName=MRTO4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=239 \SV=2 \EV=173 \PE=1 \ModResPsi=(80|MOD:00046|O-phospho-L-serine)(82|MOD:00046|O-phospho-L-serine)(183|MOD:00047|O-phospho-L-threonine,Homo sapiens
Q9UK76,Q9UK76,,C,,canonical,0.999,0.000,15,0.049,7,,,,,,,,,Q9UK76,4081,17,,,,nP20K \PName=Jupiter microtubule associated homolog 1 isoform Iso 1 \GName=JPT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=154 \SV=3 \EV=156 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(2|MOD:00061|N-acetyl-L-threonine)(8|MOD:00134|N6-glycyl-L-,Homo sapiens
Q9UK55,Q9UK55,,C,,canonical,1.000,0.000,97495,92.224,266,,,,,,,,,Q9UK55,4080,9,,,,nP20K \PName=Protein Z-dependent protease inhibitor isoform Iso 1 \GName=SERPINA10 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=444 \SV=1 \EV=195 \PE=1 \ModResPsi=(56|MOD:00046|O-phospho-L-serine)(61|MOD:00046|O-phospho-L-serine) \ModRes=(36||N-linked (G,Homo sapiens
Q9UK41,Q9UK41,,C,,canonical,0.999,0.000,8,0.014,5,,,,,,,,,Q9UK41,4078,16,,,,nP20K \PName=Vacuolar protein sorting-associated protein 28 homolog isoform Iso 1 \GName=VPS28 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=221 \SV=1 \EV=178 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(8|MOD:00047|O-phospho-L-threonine)(21|MOD:0,Homo sapiens
Q9UK23,Q9UK23,,C,,canonical,0.999,0.000,1001,0.784,29,,,,,,,,,Q9UK23,4077,25,,,,nP20K \PName=N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase isoform Iso 1 \GName=NAGPA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=515 \SV=2 \EV=169 \PE=1 \ModResPsi=(115|MOD:00798|half cystine)(148|MOD:00798|half cystine)(132|MOD:00,Homo sapiens
Q9UK05,Q9UK05,,C,,canonical,0.999,0.000,275,0.250,23,,,,,,,,,Q9UK05,4075,4,,,,nP20K \PName=Growth/differentiation factor 2 isoform Iso 1 \GName=GDF2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=429 \SV=1 \EV=181 \PE=1 \ModResPsi=(327|MOD:00798|half cystine)(393|MOD:00798|half cystine)(356|MOD:00798|half cystine)(426|MOD:00798|half,Homo sapiens
Q9UJZ1,Q9UJZ1,,C,,canonical,0.999,0.000,15,0.019,11,,,,,,,,,Q9UJZ1,4074,9,,,,"nP20K \PName=Stomatin-like protein 2, mitochondrial isoform Iso 1 \GName=STOML2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=356 \SV=1 \EV=179 \PE=1 \ModResPsi=(114|MOD:00064|N6-acetyl-L-lysine)(124|MOD:00048|O4'-phospho-L-tyrosine)(140|MOD:00134|N6-glyc",Homo sapiens
Q9UJY5,Q9UJY5,,C,,canonical,0.999,0.000,2,0.002,2,,,,,,,,,Q9UJY5,4073,24,,,,nP20K \PName=ADP-ribosylation factor-binding protein GGA1 isoform Iso 1 \GName=GGA1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=639 \SV=1 \EV=223 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(23|MOD:00134|N6-glycyl-L-lysine)(101|MOD:00134|N6-glyc,Homo sapiens
Q9UJX3,Q9UJX3,,C,,canonical,0.999,0.000,3,0.002,3,,,,,,,,,Q9UJX3,4072,27,,,,nP20K \PName=Anaphase-promoting complex subunit 7 isoform Iso 1 \GName=ANAPC7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=565 \SV=5 \EV=201 \PE=1 \ModResPsi=(65|MOD:00134|N6-glycyl-L-lysine)(81|MOD:00134|N6-glycyl-L-lysine)(85|MOD:00046|O-phospho-L-seri,Homo sapiens
Q9UJW2,Q9UJW2,,C,,canonical,0.999,0.000,22,0.016,11,,,,,,,,,P53634,1874,60,,,,nP20K \PName=Tubulointerstitial nephritis antigen isoform Iso 1 \GName=TINAG \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=476 \SV=3 \EV=174 \PE=1 \ModResPsi=(63|MOD:00798|half cystine)(70|MOD:00798|half cystine)(70|MOD:00798|half cystine)(102|MOD:00798|h,Homo sapiens
Q9UJW0,Q9UJW0,,C,,canonical,0.997,0.000,2,0.002,2,,,,,,,,,Q9UJW0,4071,10,,,,nP20K \PName=Dynactin subunit 4 isoform Iso 1 \GName=DCTN4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=460 \SV=1 \EV=164 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(88|MOD:00047|O-phospho-L-threonine)(146|MOD:00134|N6-glycyl-L-lysine)(181|MOD:0013,Homo sapiens
Q9UJU6,Q9UJU6,,C,,canonical,1.000,0.000,835,0.862,35,,,,,,,,,Q9UJU6,4070,39,,,,nP20K \PName=Drebrin-like protein isoform Iso 1 \GName=DBNL \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=430 \SV=1 \EV=195 \PE=1 \ModResPsi=(6|MOD:00046|O-phospho-L-serine)(23|MOD:00064|N6-acetyl-L-lysine)(24|MOD:00046|O-phospho-L-serine)(26|MOD:00047|O-,Homo sapiens
Q9UJS0,Q9UJS0,,C,,canonical,0.999,0.000,9,0.006,8,,,,,,,,,P05976,1077,104,,,,"nP20K \PName=Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial isoform Iso 1 \GName=SLC25A13 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=675 \SV=2 \EV=215 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(353|MOD:00134|N6-glycyl-L-lysi",Homo sapiens
Q9UJM8,Q9UJM8,,C,,canonical,0.999,0.000,66,0.075,17,,,,,,,,,P31327,1560,93,,,,nP20K \PName=2-Hydroxyacid oxidase 1 isoform Iso 1 \GName=HAO1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=370 \SV=1 \EV=185 \PE=1 \ModResPsi=(65|MOD:00046|O-phospho-L-serine)(184|MOD:01819|N6-succinyl-L-lysine)(194|MOD:00046|O-phospho-L-serine)(230|MOD,Homo sapiens
Q9UJJ9,Q9UJJ9,,C,,canonical,1.000,0.000,12278,21.442,73,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=N-acetylglucosamine-1-phosphotransferase subunit gamma isoform Iso 1 \GName=GNPTG \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=305 \SV=1 \EV=146 \PE=1 \ModResPsi=(56|MOD:00046|O-phospho-L-serine)(71|MOD:00798|half cystine)(84|MOD:00798|half,Homo sapiens
Q9UJC5,Q9UJC5,,C,,canonical,0.999,0.000,298,1.353,7,,,,,,,,,Q9UJC5,4068,3,,,,nP20K \PName=SH3 domain-binding glutamic acid-rich-like protein 2 isoform Iso 1 \GName=SH3BGRL2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=107 \SV=2 \EV=164 \PE=1 \ModResPsi=(98|MOD:00134|N6-glycyl-L-lysine) \VariantSimple=(2|I)(3|V)(5|E)(7|V)(11|L)(14,Homo sapiens
Q9UJA9,Q9UJA9,,C,,canonical,0.999,0.000,108,0.117,14,,,,,,,,,Q6UWV6,2769,10,,,,nP20K \PName=Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 isoform Iso 1 \GName=ENPP5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=477 \SV=1 \EV=155 \PE=1 \ModRes=(101||N-linked (GlcNAc...) asparagine)(158||N-linked (GlcNAc...) asparag,Homo sapiens
Q9UJ72,Q9UJ72,,C,,canonical,0.999,0.000,9,0.011,3,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Annexin A10 isoform Iso 1 \GName=ANXA10 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=324 \SV=3 \EV=168 \PE=1 \VariantSimple=(3|F)(3|R)(3|Y)(5|H)(6|*)(7|M)(12|S)(15|H)(15|L)(16|K)(16|S)(17|C)(19|A)(20|K)(20|V)(21|I)(21|T)(22|V)(23|V)(24|R)(25,Homo sapiens
Q9UJ70,Q9UJ70,,C,,canonical,1.000,0.000,196,0.222,16,,,,,,,,,Q9UJ70,4067,20,,,,nP20K \PName=N-acetyl-D-glucosamine kinase isoform Iso 1 \GName=NAGK \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=344 \SV=4 \EV=189 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(59|MOD:00134|N6-glycyl-L-lysine)(70|MOD:00046|O-phospho-L-serine)(74|MOD,Homo sapiens
Q9UJ68,Q9UJ68,,C,,canonical,0.999,0.000,22,0.033,5,,,,,,,,,Q9UJ68,4066,17,,,,nP20K \PName=Mitochondrial peptide methionine sulfoxide reductase isoform Iso 1 \GName=MSRA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=235 \SV=1 \EV=170 \PE=1 \ModResPsi=(24|MOD:00068|N-myristoylglycine)(74|MOD:00798|half cystine)(220|MOD:00798|half cy,Homo sapiens
Q9UJ14,Q9UJ14,,C,,canonical,0.999,0.000,302,0.236,21,,,,,,,,,Q9UJ14,4065,29,,,,nP20K \PName=Glutathione hydrolase 7 isoform Iso 1 \GName=GGT7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=662 \SV=2 \EV=179 \PE=1 \ModResPsi=(17|MOD:00046|O-phospho-L-serine)(56|MOD:00047|O-phospho-L-threonine)(72|MOD:00046|O-phospho-L-serine)(73|MOD:0,Homo sapiens
Q9UIW2,Q9UIW2,,C,,canonical,0.999,0.000,5125,1.199,59,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Plexin-A1 isoform Iso 1 \GName=PLXNA1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1896 \SV=3 \EV=166 \PE=1 \ModResPsi=(95|MOD:00798|half cystine)(104|MOD:00798|half cystine)(130|MOD:00798|half cystine)(138|MOD:00798|half cystine)(286|MOD:00,Homo sapiens
Q9UIV8,Q9UIV8,,C,,canonical,0.999,0.000,93,0.096,15,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Serpin B13 isoform Iso 1 \GName=SERPINB13 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=391 \SV=2 \EV=173 \PE=1 \VariantSimple=(1|T)(2|A)(2|V)(3|L)(4|F)(4|R)(6|T)(7|I)(9|I)(10|*)(10|L)(11|F)(12|R)(14|G)(15|I)(15|V)(18|G)(20|N)(21|E)(22|A)(22|,Homo sapiens
Q9UIQ6,Q9UIQ6,,C,,canonical,0.999,0.000,875,0.375,76,,,,,,,,,Q9NZ08,3940,72,,,,nP20K \PName=Leucyl-cystinyl aminopeptidase isoform Iso 1 \GName=LNPEP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1025 \SV=3 \EV=209 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(19|MOD:00046|O-phospho-L-serine)(70|MOD:00048|O4'-phospho-L-tyrosi,Homo sapiens
Q9UIL1,Q9UIL1,,C,,canonical,0.999,0.000,4,0.013,2,,,,,,,,,Q9UIL1,4063,10,,,,nP20K \PName=Short coiled-coil protein isoform Iso 1 \GName=SCOC \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=159 \SV=2 \EV=132 \PE=1 \VariantSimple=(5|I)(5|L)(8|I)(9|*)(17|G)(22|L)(38|*)(57|S)(61|N)(62|Y)(64|L)(65|G)(65|I)(67|F)(67|W)(69|L)(70|S)(71|A)(,Homo sapiens
Q9UIJ7,Q9UIJ7,,C,,canonical,0.999,0.000,37,0.049,12,,,,,,,,,P54819,1895,43,,,,"nP20K \PName=GTP:AMP phosphotransferase AK3, mitochondrial isoform Iso 1 \GName=AK3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=227 \SV=4 \EV=200 \PE=1 \ModResPsi=(20|MOD:01819|N6-succinyl-L-lysine)(34|MOD:00064|N6-acetyl-L-lysine)(37|MOD:00046|O-phosph",Homo sapiens
Q9UII2,Q9UII2,,C,,canonical,0.999,0.000,18,0.058,4,,,,,,,,,Q9UII2,4062,22,,,,"nP20K \PName=ATPase inhibitor, mitochondrial isoform Iso 1 \GName=ATP5IF1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=106 \SV=1 \EV=179 \PE=1 \ModResPsi=(27|MOD:00046|O-phospho-L-serine)(39|MOD:00046|O-phospho-L-serine)(63|MOD:00046|O-phospho-L-serine)(",Homo sapiens
Q9UIB8,Q9UIB8,,C,,canonical,0.999,0.000,2117,2.530,30,,,,,,,,,Q9UIB8,4060,8,,,,nP20K \PName=SLAM family member 5 isoform Iso 1 \GName=CD84 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=345 \SV=1 \EV=173 \PE=1 \ModResPsi=(122|MOD:00134|N6-glycyl-L-lysine)(155|MOD:00798|half cystine)(193|MOD:00798|half cystine)(279|MOD:00048|O4'-phosp,Homo sapiens
Q9UIA9,Q9UIA9,,C,,canonical,1.000,0.000,106,0.040,15,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Exportin-7 isoform Iso 1 \GName=XPO7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1087 \SV=3 \EV=186 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(69|MOD:00134|N6-glycyl-L-lysine)(570|MOD:00046|O-phospho-L-serine)(601|MOD:00064|N6-acetyl,Homo sapiens
Q9UI42,Q9UI42,,C,,canonical,1.000,0.000,118,0.116,22,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Carboxypeptidase A4 isoform Iso 1 \GName=CPA4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=421 \SV=2 \EV=183 \PE=1 \ModResPsi=(250|MOD:00798|half cystine)(273|MOD:00798|half cystine) \ModRes=(260||N-linked (GlcNAc...) asparagine) \VariantSim,Homo sapiens
Q9UI30,Q9UI30,,C,,canonical,0.999,0.000,6,0.019,2,,,,,,,,,Q9UI30,4059,7,,,,nP20K \PName=Multifunctional methyltransferase subunit TRM112-like protein isoform Iso 1 \GName=TRMT112 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=125 \SV=1 \EV=158 \PE=1 \ModResPsi=(2|MOD:00134|N6-glycyl-L-lysine)(48|MOD:00134|N6-glycyl-L-lysine)(68|M,Homo sapiens
Q9UI17,Q9UI17,,C,,canonical,1.000,0.000,247,0.119,39,,,,,,,,,P04114,1033,64541,,,,"nP20K \PName=Dimethylglycine dehydrogenase, mitochondrial isoform Iso 1 \GName=DMGDH \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=866 \SV=2 \EV=183 \PE=1 \ModResPsi=(91|MOD:00226|1'-(8alpha-FAD)-L-histidine)(114|MOD:00064|N6-acetyl-L-lysine)(148|MOD:0181",Homo sapiens
Q9UI12,Q9UI12,,C,,canonical,0.999,0.000,12,0.010,3,,,,,,,,,Q9UI12,4057,18,,,,nP20K \PName=V-type proton ATPase subunit H isoform Iso 1 \GName=ATP6V1H \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=483 \SV=1 \EV=201 \PE=1 \ModResPsi=(396|MOD:00134|N6-glycyl-L-lysine)(466|MOD:00048|O4'-phospho-L-tyrosine)(469|MOD:00134|N6-glycyl-L-ly,Homo sapiens
Q9UI08,Q9UI08,,C,,canonical,0.999,0.000,2,0.002,2,,,,,,,,,Q9UI08,4055,23,,,,nP20K \PName=Ena/VASP-like protein isoform Iso 2 \GName=EVL \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=416 \SV=2 \EV=197 \PE=1 \ModResPsi=(27|MOD:00134|N6-glycyl-L-lysine)(130|MOD:00046|O-phospho-L-serine)(157|MOD:00047|O-phospho-L-threonine)(158|MOD:0,Homo sapiens
Q9UHY7,Q9UHY7,,C,,canonical,0.999,0.000,72,0.126,9,,,,,,,,,Q9UHY7,4054,4,,,,nP20K \PName=Enolase-phosphatase E1 isoform Iso 1 \GName=ENOPH1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=261 \SV=1 \EV=175 \PE=1 \ModResPsi=(153|MOD:00046|O-phospho-L-serine)(244|MOD:00047|O-phospho-L-threonine)(245|MOD:00048|O4'-phospho-L-tyrosine),Homo sapiens
Q9UHY1,Q9UHY1,,C,,canonical,0.999,0.000,12,0.014,5,,,,,,,,,Q9UHY1,4053,15,,,,nP20K \PName=Nuclear receptor-binding protein isoform Iso 1 \GName=NRBP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=535 \SV=1 \EV=185 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(2|MOD:00046|O-phospho-L-serine)(6|MOD:00046|O-phospho-L-serine)(28|MO,Homo sapiens
Q9UHX1,Q9UHX1,,C,,canonical,0.999,0.000,18,0.015,12,,,,,,,,,Q9UHX1,4052,29,,,,nP20K \PName=Poly(U)-binding-splicing factor PUF60 isoform Iso 1 \GName=PUF60 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=559 \SV=1 \EV=194 \PE=1 \ModResPsi=(43|MOD:00134|N6-glycyl-L-lysine)(60|MOD:00047|O-phospho-L-threonine)(80|MOD:00134|N6-glycyl-L-l,Homo sapiens
Q9UHV9,Q9UHV9,,C,,canonical,0.999,0.000,25,0.057,4,,,,,,,,,Q9UHV9,4050,5,,,,nP20K \PName=Prefoldin subunit 2 isoform Iso 1 \GName=PFDN2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=154 \SV=1 \EV=185 \PE=1 \ModResPsi=(12|MOD:00046|O-phospho-L-serine)(14|MOD:00046|O-phospho-L-serine)(18|MOD:00134|N6-glycyl-L-lysine)(22|MOD:00046|O,Homo sapiens
Q9UHP9,Q9UHP9,,C,,canonical,0.999,0.000,12,0.054,4,,,,,,,,,Q9UHP9,4048,1,,,,nP20K \PName=Small muscular protein isoform Iso 1 \GName=SMPX \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=88 \SV=3 \EV=142 \PE=1 \VariantSimple=(3|I)(7|T)(8|A)(13|V)(18|M)(19|D)(19|S)(25|I)(25|L)(26|Q)(26|W)(27|A)(28|A)(29|T)(31|E)(31|L)(31|R)(32|A)(32|,Homo sapiens
Q9UHN6,Q9UHN6,,C,,canonical,0.999,0.000,86,0.024,26,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Cell surface hyaluronidase isoform Iso 1 \GName=CEMIP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1383 \SV=1 \EV=150 \PE=1 \ModResPsi=(10|MOD:00046|O-phospho-L-serine)(63|MOD:00046|O-phospho-L-serine)(290|MOD:00048|O4'-phospho-L-tyrosine),Homo sapiens
Q9UHL4,Q9UHL4,,C,,canonical,0.999,0.000,429,0.390,21,,,,,,,,,P42785,1684,59,,,,nP20K \PName=Dipeptidyl peptidase 2 isoform Iso 1 \GName=DPP7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=492 \SV=3 \EV=187 \PE=1 \ModResPsi=(112|MOD:00134|N6-glycyl-L-lysine)(228|MOD:00134|N6-glycyl-L-lysine) \ModRes=(50||N-linked (GlcNAc...) asparagin,Homo sapiens
Q9UHK6,Q9UHK6,,C,,canonical,0.999,0.000,19,0.024,9,,,,,,,,,Q9UHK6,4047,26,,,,nP20K \PName=Alpha-methylacyl-CoA racemase isoform Iso 1 \GName=AMACR \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=382 \SV=2 \EV=186 \PE=1 \ModResPsi=(58|MOD:00064|N6-acetyl-L-lysine)(87|MOD:01819|N6-succinyl-L-lysine)(87|MOD:00064|N6-acetyl-L-lysine)(13,Homo sapiens
Q9UHJ6,Q9UHJ6,,C,,canonical,0.999,0.000,91,0.090,16,,,,,,,,,Q9UHJ6,4046,3,,,,nP20K \PName=Sedoheptulokinase isoform Iso 1 \GName=SHPK \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=478 \SV=4 \EV=159 \PE=1 \ModResPsi=(18|MOD:00134|N6-glycyl-L-lysine)(441|MOD:00134|N6-glycyl-L-lysine) \VariantSimple=(2|G)(2|S)(2|V)(3|S)(3|T)(4|L)(4|P,Homo sapiens
Q9UHI8,Q9UHI8,,C,,canonical,0.999,0.000,558,0.282,14,,,,,,,,,Q9UHI8,4045,14,,,,nP20K \PName=A disintegrin and metalloproteinase with thrombospondin motifs 1 isoform Iso 1 \GName=ADAMTS1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=967 \SV=4 \EV=205 \PE=1 \ModResPsi=(333|MOD:00798|half cystine)(385|MOD:00798|half cystine)(362|MOD:00,Homo sapiens
Q9UHI6,Q9UHI6,,C,,canonical,0.999,0.000,2,0.001,2,,,,,,,,,Q9UHI6,4044,11,,,,nP20K \PName=Probable ATP-dependent RNA helicase DDX20 isoform Iso 1 \GName=DDX20 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=824 \SV=2 \EV=227 \PE=1 \ModResPsi=(48|MOD:00046|O-phospho-L-serine)(86|MOD:00046|O-phospho-L-serine)(91|MOD:00134|N6-glycyl-L-,Homo sapiens
Q9UHG3,Q9UHG3,,C,,canonical,1.000,0.000,20912,18.260,106,,,,,,,,,Q9UHG3,4043,133,,,,nP20K \PName=Prenylcysteine oxidase 1 isoform Iso 1 \GName=PCYOX1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=505 \SV=3 \EV=190 \PE=1 \ModResPsi=(171|MOD:00046|O-phospho-L-serine)(205|MOD:00134|N6-glycyl-L-lysine)(398|MOD:00046|O-phospho-L-serine)(403|M,Homo sapiens
Q9UHG2,Q9UHG2,,C,,canonical,1.000,0.000,299,0.566,16,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=ProSAAS isoform Iso 1 \GName=PCSK1N \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=260 \SV=1 \EV=151 \PE=1 \ModResPsi=(44|MOD:00046|O-phospho-L-serine)(62|MOD:00046|O-phospho-L-serine)(206|MOD:00046|O-phospho-L-serine)(209|MOD:00046|O-phospho-,Homo sapiens
Q9UHF0,Q9UHF0,,C,,canonical,0.999,0.000,23,0.065,7,,,,,,,,,Q9UHF0,4042,4,,,,nP20K \PName=Tachykinin-3 isoform Iso 1 \GName=TAC3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=121 \SV=1 \EV=176 \PE=1 \ModResPsi=(90|MOD:00102|L-methionine amide) \VariantSimple=(2|M)(4|I)(4|L)(4|T)(4|V)(9|G)(9|V)(10|V)(14|G)(14|N)(18|N)(18|R)(20|V)(2,Homo sapiens
Q9UHD9,Q9UHD9,,C,,canonical,0.999,0.000,175,0.209,9,,,,,,,,,Q9UMX0,4112,23,,,,nP20K \PName=Ubiquilin-2 isoform Iso 1 \GName=UBQLN2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=624 \SV=2 \EV=187 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(66|MOD:00134|N6-glycyl-L-lysine)(79|MOD:00134|N6-glycyl-L-lysine)(128|MOD:00047|O-phosph,Homo sapiens
Q9UHD8,Q9UHD8,,C,,canonical,0.999,0.000,130,0.076,20,,,,,,,,,Q6UX71,2773,361,,,,nP20K \PName=Septin-9 isoform Iso 1 \GName=SEPTIN9 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=586 \SV=2 \EV=200 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(22|MOD:00046|O-phospho-L-serine)(23|MOD:00046|O-phospho-L-serine)(30|MOD:00046|O-phosph,Homo sapiens
Q9UHD1,Q9UHD1,,C,,canonical,0.999,0.000,35,0.044,7,,,,,,,,,Q9UHD1,4041,14,,,,nP20K \PName=Cysteine and histidine-rich domain-containing protein 1 isoform Iso 1 \GName=CHORDC1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=332 \SV=2 \EV=152 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(20|MOD:00046|O-phospho-L-serine)(47|MOD:000,Homo sapiens
Q9UHB9,Q9UHB9,,C,,canonical,0.999,0.000,17,0.010,11,,,,,,,,,Q9UHB9,4040,15,,,,nP20K \PName=Signal recognition particle subunit SRP68 isoform Iso 1 \GName=SRP68 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=627 \SV=2 \EV=185 \PE=1 \ModResPsi=(16|MOD:00046|O-phospho-L-serine)(22|MOD:00046|O-phospho-L-serine)(27|MOD:00046|O-phospho-L-,Homo sapiens
Q9UHB6,Q9UHB6,,C,,canonical,0.999,0.000,39,0.018,19,,,,,,,,,Q9UHB6,4039,41,,,,nP20K \PName=LIM domain and actin-binding protein 1 isoform Beta \GName=LIMA1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=759 \SV=1 \EV=203 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(4|MOD:00046|O-phospho-L-serine)(15|MOD:00046|O-phospho-L-ser,Homo sapiens
Q9UHA4,Q9UHA4,,C,,canonical,1.000,0.000,18,0.068,6,,,,,,,,,Q9UHA4,4038,8,,,,nP20K \PName=Ragulator complex protein LAMTOR3 isoform Iso 1 \GName=LAMTOR3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=124 \SV=1 \EV=173 \PE=1 \ModResPsi=(62|MOD:00134|N6-glycyl-L-lysine) \VariantSimple=(2|P)(3|Y)(7|L)(7|Q)(8|S)(9|F)(9|S)(14|R)(14|S)(1,Homo sapiens
Q9UH99,Q9UH99,,C,,canonical,0.999,0.000,508,0.330,4,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=SUN domain-containing protein 2 isoform Iso 1 \GName=SUN2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=717 \SV=3 \EV=198 \PE=1 \ModResPsi=(9|MOD:00047|O-phospho-L-threonine)(11|MOD:00048|O4'-phospho-L-tyrosine)(12|MOD:00046|O-phospho-L-serin,Homo sapiens
Q9UH65,Q9UH65,,C,,canonical,0.999,0.000,19,0.011,10,,,,,,,,,Q9UH65,4035,23,,,,nP20K \PName=Switch-associated protein 70 isoform Iso 1 \GName=SWAP70 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=585 \SV=1 \EV=173 \PE=1 \ModResPsi=(162|MOD:00048|O4'-phospho-L-tyrosine)(264|MOD:00046|O-phospho-L-serine)(312|MOD:00046|O-phospho-L-serin,Homo sapiens
Q9UGV2,Q9UGV2,,C,,canonical,0.999,0.000,3,0.004,2,,,,,,,,,Q9UGV2,4034,17,,,,nP20K \PName=Protein NDRG3 isoform Iso 1 \GName=NDRG3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=375 \SV=2 \EV=166 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(13|MOD:00134|N6-glycyl-L-lysine)(320|MOD:00046|O-phospho-L-serine)(322|MOD:00047|O-p,Homo sapiens
