"Platform","UniProt","Gene.Name","Description","Assay","OlinkID","Panel","Technical.CV","Analyzed"
"MS","P13521","SCG2","Secretogranin-2","SCG2","OID21400","Oncology",NA,FALSE
"MS","P13591","NCAM1","Neural cell adhesion molecule 1","NCAM1","OID20354","Cardiometabolic",7.37724529946327,TRUE
"MS","P13591-4","NCAM1","Isoform 4 of Neural cell adhesion molecule 1",NA,NA,NA,9.22192756365846,TRUE
"MS","P13598","ICAM2","Intercellular adhesion molecule 2","ICAM2","OID20248","Cardiometabolic",5.10060929849018,TRUE
"MS","P13611","VCAN","Versican core protein","VCAN","OID21026","Neurology",5.31007457206641,TRUE
"MS","P13612","ITGA4","Integrin alpha-4",NA,NA,NA,NA,FALSE
"MS","P13639","EEF2","Elongation factor 2",NA,NA,NA,5.61807129864068,TRUE
"MS","P13645","KRT10","Keratin, type I cytoskeletal 10",NA,NA,NA,19.6739828377485,TRUE
"MS","P13647","KRT5","Keratin, type II cytoskeletal 5","KRT5","OID20860","Neurology",7.38412636026247,TRUE
"MS","P13667","PDIA4","Protein disulfide-isomerase A4","PDIA4","OID30375","Cardiometabolic II",1.61111775374107,TRUE
"MS","P13671","C6","Complement component C6",NA,NA,NA,1.25384988867284,TRUE
"MS","P13686","ACP5","Tartrate-resistant acid phosphatase type 5","ACP5","OID20314","Cardiometabolic",10.7858185397394,TRUE
"MS","P13688","CEACAM1","Carcinoembryonic antigen-related cell adhesion molecule 1","CEACAM1","OID21528","Oncology",3.81476762745871,TRUE
"MS","P13688-4","CEACAM1","Isoform 4 of Carcinoembryonic antigen-related cell adhesion molecule 1",NA,NA,NA,27.208688525365,TRUE
"MS","P13693","TPT1","Translationally-controlled tumor protein","TPT1","OID20476","Inflammation",13.4276178722062,TRUE
"MS","P13716","ALAD","Delta-aminolevulinic acid dehydratase",NA,NA,NA,3.90246295742789,TRUE
"MS","P13727","PRG2","Bone marrow proteoglycan","PRG2","OID30381","Cardiometabolic II",10.3320200277626,TRUE
"MS","P13747","HLA-E","HLA class I histocompatibility antigen, alpha chain E","HLA-E","OID20532","Inflammation",NA,FALSE
"MS","P13796","LCP1","Plastin-2","LCP1","OID30367","Cardiometabolic II",2.38744288251923,TRUE
"MS","P13797","PLS3","Plastin-3",NA,NA,NA,4.81597386701779,TRUE
"MS","P13798","APEH","Acylamino-acid-releasing enzyme",NA,NA,NA,11.0911721798158,TRUE
"MS","P13804","ETFA","Electron transfer flavoprotein subunit alpha, mitochondrial",NA,NA,NA,NA,FALSE
"MS","P13929","ENO3","Beta-enolase","ENO3","OID30209","Cardiometabolic II",16.9321510051299,TRUE
"MS","P13942","COL11A2","Collagen alpha-2(XI) chain",NA,NA,NA,NA,FALSE
"MS","P13987","CD59","CD59 glycoprotein","CD59","OID20339","Cardiometabolic",8.31717837879995,TRUE
"MS","P14151","SELL","L-selectin","SELL","OID30752","Inflammation II",3.59007768998977,TRUE
"MS","P14174","MIF","Macrophage migration inhibitory factor","MIF","OID21073","Neurology",6.99230793385983,TRUE
"MS","P14207","FOLR2","Folate receptor beta","FOLR2","OID21062","Neurology",5.83502792687533,TRUE
"MS","P14209","CD99","CD99 antigen","CD99","OID21110","Neurology",6.06355048564064,TRUE
"MS","P14210","HGF","Hepatocyte growth factor","HGF","OID20656","Inflammation",NA,FALSE
"MS","P14222","PRF1","Perforin-1",NA,NA,NA,8.50570204444766,TRUE
"MS","P14314","PRKCSH","Glucosidase 2 subunit beta",NA,NA,NA,1.30614750148579,TRUE
"MS","P14317","HCLS1","Hematopoietic lineage cell-specific protein","HCLS1","OID20648","Inflammation",11.0383030887709,TRUE
"MS","P14324","FDPS","Farnesyl pyrophosphate synthase",NA,NA,NA,3.64810814304535,TRUE
"MS","P14384","CPM","Carboxypeptidase M","CPM","OID21054","Neurology",5.62133548229747,TRUE
"MS","P14415","ATP1B2","Sodium/potassium-transporting ATPase subunit beta-2","ATP1B2","OID30118","Cardiometabolic II",NA,FALSE
"MS","P14543","NID1","Nidogen-1","NID1","OID20362","Cardiometabolic",1.87801968010113,TRUE
"MS","P14550","AKR1A1","Aldo-keto reductase family 1 member A1",NA,NA,NA,6.32938726467278,TRUE
"MS","P14555","PLA2G2A","Phospholipase A2, membrane associated","PLA2G2A","OID20274","Cardiometabolic",NA,FALSE
"MS","P14618","PKM","Pyruvate kinase PKM",NA,NA,NA,8.1041006422547,TRUE
"MS","P14618-2","PKM","Isoform M1 of Pyruvate kinase PKM",NA,NA,NA,8.95208767705192,TRUE
"MS","P14621","ACYP2","Acylphosphatase-2",NA,NA,NA,NA,FALSE
"MS","P14625","HSP90B1","Endoplasmin","HSP90B1","OID20829","Neurology",2.46854288964866,TRUE
"MS","P14735","IDE","Insulin-degrading enzyme",NA,NA,NA,8.81407918059348,TRUE
"MS","P14778","IL1R1","Interleukin-1 receptor type 1","IL1R1","OID21116","Neurology",12.1699655687862,TRUE
"MS","P14780","MMP9","Matrix metalloproteinase-9","MMP9","OID21103","Neurology",3.7549017467789,TRUE
"MS","P14868","DARS1","Aspartate--tRNA ligase, cytoplasmic","DARS1","OID20903","Neurology",9.3868990212957,TRUE
"MS","P14923","JUP","Junction plakoglobin",NA,NA,NA,32.0636411508765,TRUE
"MS","P15085","CPA1","Carboxypeptidase A1","CPA1","OID20280","Cardiometabolic",5.01302820635619,TRUE
"MS","P15086","CPB1","Carboxypeptidase B","CPB1","OID20289","Cardiometabolic",10.7453013223369,TRUE
"MS","P15088","CPA3","Mast cell carboxypeptidase A",NA,NA,NA,3.95182667618821,TRUE
"MS","P15090","FABP4","Fatty acid-binding protein, adipocyte","FABP4","OID20245","Cardiometabolic",6.26694353842956,TRUE
"MS","P15104","GLUL","Glutamine synthetase",NA,NA,NA,NA,FALSE
"MS","P15121","AKR1B1","Aldo-keto reductase family 1 member B1","AKR1B1","OID21244","Oncology",5.64960792597714,TRUE
"MS","P15144","ANPEP","Aminopeptidase N","ANPEP","OID20350","Cardiometabolic",3.00684906185586,TRUE
"MS","P15151-2","PVR","Isoform Beta of Poliovirus receptor",NA,NA,NA,11.5800154269846,TRUE
"MS","P15151-3","PVR","Isoform Gamma of Poliovirus receptor",NA,NA,NA,NA,FALSE
"MS","P15153","RAC2","Ras-related C3 botulinum toxin substrate 2",NA,NA,NA,6.29578621833578,TRUE
"MS","P15169","CPN1","Carboxypeptidase N catalytic chain",NA,NA,NA,2.01536724125829,TRUE
"MS","P15170-2","GSPT1","Isoform 2 of Eukaryotic peptide chain release factor GTP-binding subunit ERF3A",NA,NA,NA,11.552100264328,TRUE
"MS","P15289","ARSA","Arylsulfatase A","ARSA","OID21138","Neurology",14.0493774221865,TRUE
"MS","P15291","B4GALT1","Beta-1,4-galactosyltransferase 1","B4GALT1","OID20780","Inflammation",3.63820052260574,TRUE
"MS","P15311","EZR","Ezrin","EZR","OID21017","Neurology",9.26494715736826,TRUE
"MS","P15374","UCHL3","Ubiquitin carboxyl-terminal hydrolase isozyme L3",NA,NA,NA,6.37298010598141,TRUE
"MS","P15509","CSF2RA","Granulocyte-macrophage colony-stimulating factor receptor subunit alpha","CSF2RA","OID20915","Neurology",3.33900734032932,TRUE
"MS","P15529","CD46","Membrane cofactor protein","CD46","OID20380","Cardiometabolic",4.1954678913962,TRUE
"MS","P15531","NME1","Nucleoside diphosphate kinase A","NME1","OID30451","Inflammation II",11.8938473437798,TRUE
"MS","P15586","GNS","N-acetylglucosamine-6-sulfatase",NA,NA,NA,11.9980585585993,TRUE
"MS","P15813","CD1D","Antigen-presenting glycoprotein CD1d",NA,NA,NA,NA,FALSE
"MS","P15814","IGLL1","Immunoglobulin lambda-like polypeptide 1",NA,NA,NA,15.9357760409803,TRUE
"MS","P15880","RPS2","40S ribosomal protein S2",NA,NA,NA,NA,FALSE
"MS","P15907","ST6GAL1","Beta-galactoside alpha-2,6-sialyltransferase 1","ST6GAL1","OID20302","Cardiometabolic",10.0542881366146,TRUE
"MS","P15924","DSP","Desmoplakin",NA,NA,NA,19.8742964346891,TRUE
"MS","P15941","MUC1","Mucin-1",NA,NA,NA,5.86788452929765,TRUE
"MS","P16035","TIMP2","Metalloproteinase inhibitor 2","TIMP2","OID30318","Cardiometabolic II",5.03914989537434,TRUE
"MS","P16050","ALOX15","Polyunsaturated fatty acid lipoxygenase ALOX15",NA,NA,NA,NA,FALSE
"MS","P16070","CD44","CD44 antigen",NA,NA,NA,2.94295221996363,TRUE
"MS","P16083","NQO2","Ribosyldihydronicotinamide dehydrogenase [quinone]",NA,NA,NA,13.4901606452899,TRUE
"MS","P16109","SELP","P-selectin","SELP","OID20379","Cardiometabolic",2.09259191609079,TRUE
"MS","P16112","ACAN","Aggrecan core protein","ACAN","OID20159","Cardiometabolic",8.2160166167944,TRUE
"MS","P16144","ITGB4","Integrin beta-4",NA,NA,NA,NA,FALSE
"MS","P16150","SPN","Leukosialin",NA,NA,NA,NA,FALSE
"MS","P16152","CBR1","Carbonyl reductase [NADPH] 1",NA,NA,NA,20.5825553682776,TRUE
"MS","P16157","ANK1","Ankyrin-1",NA,NA,NA,5.89107205756594,TRUE
"MS","P16233","PNLIP","Pancreatic triacylglycerol lipase","PNLIP","OID30693","Inflammation II",4.05144253825261,TRUE
"MS","P16234","PDGFRA","Platelet-derived growth factor receptor alpha","PDGFRA","OID20133","Cardiometabolic",19.5873446503006,TRUE
"MS","P16278","GLB1","Beta-galactosidase","GLB1","OID20949","Neurology",NA,FALSE
"MS","P16284","PECAM1","Platelet endothelial cell adhesion molecule","PECAM1","OID21131","Neurology",4.23396959896049,TRUE
"MS","P16403","H1-2","Histone H1.2",NA,NA,NA,NA,FALSE
"MS","P16444","DPEP1","Dipeptidase 1","DPEP1","OID20897","Neurology",25.8269490943477,TRUE
"MS","P16562","CRISP2","Cysteine-rich secretory protein 2","CRISP2","OID21456","Oncology",NA,FALSE
"MS","P16581","SELE","E-selectin","SELE","OID20290","Cardiometabolic",3.74125818448815,TRUE
"MS","P16615","ATP2A2","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2",NA,NA,NA,NA,FALSE
"MS","P16662","UGT2B7","UDP-glucuronosyltransferase 2B7",NA,NA,NA,35.0333124766701,TRUE
"MS","P16671","CD36","Platelet glycoprotein 4","CD36","OID30485","Inflammation II",7.14079352683255,TRUE
"MS","P16870","CPE","Carboxypeptidase E","CPE","OID21392","Oncology",NA,FALSE
"MS","P16871","IL7R","Interleukin-7 receptor subunit alpha","IL7R","OID21136","Neurology",13.840732013078,TRUE
"MS","P16930","FAH","Fumarylacetoacetase",NA,NA,NA,3.62019221542186,TRUE
"MS","P16949","STMN1","Stathmin",NA,NA,NA,9.50210948770092,TRUE
"MS","P17050","NAGA","Alpha-N-acetylgalactosaminidase","NAGA","OID30509","Inflammation II",3.33814806260884,TRUE
"MS","P17066","HSPA6","Heat shock 70 kDa protein 6",NA,NA,NA,6.08120943323663,TRUE
"MS","P17174","GOT1","Aspartate aminotransferase, cytoplasmic","GOT1","OID30417","Cardiometabolic II",4.44348508875838,TRUE
"MS","P17181","IFNAR1","Interferon alpha/beta receptor 1","IFNAR1","OID31491","Oncology II",10.3140534122457,TRUE
"MS","P17252","PRKCA","Protein kinase C alpha type",NA,NA,NA,15.9798310614636,TRUE
"MS","P17301","ITGA2","Integrin alpha-2","ITGA2","OID30570","Inflammation II",3.54262537458338,TRUE
"MS","P17405","SMPD1","Sphingomyelin phosphodiesterase","SMPD1","OID21028","Neurology",12.8251585619259,TRUE
"MS","P17538","CTRB1","Chymotrypsinogen B","CTRB1","OID21150","Neurology",22.695089289008,TRUE
"MS","P17612","PRKACA","cAMP-dependent protein kinase catalytic subunit alpha",NA,NA,NA,9.02523894477076,TRUE
"MS","P17655","CAPN2","Calpain-2 catalytic subunit",NA,NA,NA,8.84877208890425,TRUE
"MS","P17693","HLA-G","HLA class I histocompatibility antigen, alpha chain G",NA,NA,NA,2.33952017286082,TRUE
"MS","P17813","ENG","Endoglin","ENG","OID20287","Cardiometabolic",4.86118956664847,TRUE
"MS","P17858","PFKL","ATP-dependent 6-phosphofructokinase, liver type",NA,NA,NA,7.98148671774886,TRUE
"MS","P17900","GM2A","Ganglioside GM2 activator","GM2A","OID30413","Cardiometabolic II",5.90888373206019,TRUE
"MS","P17927","CR1","Complement receptor type 1","CR1","OID30697","Inflammation II",4.87775755723925,TRUE
"MS","P17931","LGALS3","Galectin-3","LGALS3","OID20284","Cardiometabolic",4.65076653441771,TRUE
"MS","P17936","IGFBP3","Insulin-like growth factor-binding protein 3","IGFBP3","OID20398","Cardiometabolic",3.91936812557985,TRUE
"MS","P17980","PSMC3","26S proteasome regulatory subunit 6A","PSMC3","OID31200","Oncology II",12.1460337647089,TRUE
"MS","P17987","TCP1","T-complex protein 1 subunit alpha",NA,NA,NA,3.23439058492261,TRUE
"MS","P18054","ALOX12","Polyunsaturated fatty acid lipoxygenase ALOX12",NA,NA,NA,12.1256215943224,TRUE
"MS","P18065","IGFBP2","Insulin-like growth factor-binding protein 2","IGFBP2","OID20325","Cardiometabolic",4.61140617967478,TRUE
"MS","P18084","ITGB5","Integrin beta-5","ITGB5","OID21522","Oncology",9.3432488445255,TRUE
"MS","P18085","ARF4","ADP-ribosylation factor 4",NA,NA,NA,NA,FALSE
"MS","P18206","VCL","Vinculin",NA,NA,NA,2.35095885740851,TRUE
"MS","P18428","LBP","Lipopolysaccharide-binding protein","LBP","OID20355","Cardiometabolic",3.55504856004612,TRUE
"MS","P18440","NAT1","Arylamine N-acetyltransferase 1",NA,NA,NA,NA,FALSE
"MS","P18510","IL1RN","Interleukin-1 receptor antagonist protein","IL1RN","OID20700","Inflammation",NA,FALSE
"MS","P18564","ITGB6","Integrin beta-6","ITGB6","OID20493","Inflammation",NA,FALSE
"MS","P18621","RPL17","60S ribosomal protein L17",NA,NA,NA,NA,FALSE
"MS","P18669","PGAM1","Phosphoglycerate mutase 1",NA,NA,NA,6.73947520779402,TRUE
"MS","P18827","SDC1","Syndecan-1","SDC1","OID20169","Cardiometabolic",13.6288530179613,TRUE
"MS","P18850","ATF6","Cyclic AMP-dependent transcription factor ATF-6 alpha",NA,NA,NA,3.90981595342451,TRUE
"MS","P19013","KRT4","Keratin, type II cytoskeletal 4",NA,NA,NA,NA,FALSE
"MS","P19021","PAM","Peptidyl-glycine alpha-amidating monooxygenase","PAM","OID20291","Cardiometabolic",8.35202416094432,TRUE
"MS","P19021-2","PAM","Isoform 2 of Peptidyl-glycine alpha-amidating monooxygenase",NA,NA,NA,NA,FALSE
"MS","P19022","CDH2","Cadherin-2","CDH2","OID20170","Cardiometabolic",2.6837236013601,TRUE
"MS","P19105","MYL12A","Myosin regulatory light chain 12A",NA,NA,NA,NA,FALSE
"MS","P19256","CD58","Lymphocyte function-associated antigen 3","CD58","OID20716","Inflammation",5.17082336903397,TRUE
"MS","P19320","VCAM1","Vascular cell adhesion protein 1","VCAM1","OID20396","Cardiometabolic",3.12998126599702,TRUE
"MS","P19367","HK1","Hexokinase-1",NA,NA,NA,7.87794327379185,TRUE
"MS","P19397","CD53","Leukocyte surface antigen CD53",NA,NA,NA,100,TRUE
"MS","P19438","TNFRSF1A","Tumor necrosis factor receptor superfamily member 1A","TNFRSF1A","OID21155","Neurology",8.31684594058113,TRUE
"MS","P19440","GGT1","Glutathione hydrolase 1 proenzyme","GGT1","OID21075","Neurology",6.25199734342509,TRUE
"MS","P19652","ORM2","Alpha-1-acid glycoprotein 2",NA,NA,NA,2.66192625334913,TRUE
"MS","P19823","ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2",NA,NA,NA,0.57466393205459,TRUE
"MS","P19827","ITIH1","Inter-alpha-trypsin inhibitor heavy chain H1","ITIH1","OID30722","Inflammation II",1.623743134488,TRUE
"MS","P19827-2","ITIH1","Isoform 2 of Inter-alpha-trypsin inhibitor heavy chain H1",NA,NA,NA,4.8957200982217,TRUE
"MS","P19961","AMY2B","Alpha-amylase 2B","AMY2B","OID20340","Cardiometabolic",12.4681434988517,TRUE
"MS","P19971","TYMP","Thymidine phosphorylase","TYMP","OID20234","Cardiometabolic",5.36857128157792,TRUE
"MS","P20023","CR2","Complement receptor type 2","CR2","OID20393","Cardiometabolic",4.23333322883149,TRUE
"MS","P20036","HLA-DPA1","HLA class II histocompatibility antigen, DP alpha 1 chain",NA,NA,NA,7.01847014287866,TRUE
"MS","P20061","TCN1","Transcobalamin-1","TCN1","OID30687","Inflammation II",5.59429788095949,TRUE
"MS","P20062","TCN2","Transcobalamin-2","TCN2","OID20341","Cardiometabolic",7.42932250694501,TRUE
"MS","P20073","ANXA7","Annexin A7",NA,NA,NA,NA,FALSE
"MS","P20138","CD33","Myeloid cell surface antigen CD33","CD33","OID21472","Oncology",13.5355849536863,TRUE
"MS","P20142","PGC","Gastricsin",NA,NA,NA,0.505611638615472,TRUE
"MS","P20231","TPSB2","Tryptase beta-2",NA,NA,NA,11.4932967421514,TRUE
"MS","P20333","TNFRSF1B","Tumor necrosis factor receptor superfamily member 1B","TNFRSF1B","OID21145","Neurology",NA,FALSE
"MS","P20340","RAB6A","Ras-related protein Rab-6A","RAB6A","OID20608","Inflammation",8.47440092396311,TRUE
"MS","P20472","PVALB","Parvalbumin alpha","PVALB","OID21420","Oncology",12.253478331817,TRUE
"MS","P20618","PSMB1","Proteasome subunit beta type-1",NA,NA,NA,11.0504199289754,TRUE
"MS","P20700","LMNB1","Lamin-B1","LMNB1","OID31501","Oncology II",NA,FALSE
"MS","P20701","ITGAL","Integrin alpha-L","ITGAL","OID30537","Inflammation II",4.74357240493447,TRUE
"MS","P20742","PZP","Pregnancy zone protein","PZP","OID30730","Inflammation II",7.6312045332295,TRUE
"MS","P20774","OGN","Mimecan","OGN","OID21123","Neurology",0.988310044717005,TRUE
"MS","P20810","CAST","Calpastatin",NA,NA,NA,6.39430907104944,TRUE
"MS","P20827","EFNA1","Ephrin-A1","EFNA1","OID21125","Neurology",23.1635372342453,TRUE
"MS","P20851","C4BPB","C4b-binding protein beta chain","C4BPB","OID21481","Oncology",2.5697291811832,TRUE
"MS","P20908","COL5A1","Collagen alpha-1(V) chain","COL5A1","OID30587","Inflammation II",8.73346054209743,TRUE
"MS","P20930","FLG","Filaggrin",NA,NA,NA,22.5696067112667,TRUE
"MS","P20933","AGA","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase",NA,NA,NA,4.09756218753425,TRUE
"MS","P20936","RASA1","Ras GTPase-activating protein 1","RASA1","OID20826","Neurology",32.3735943069607,TRUE
"MS","P21266","GSTM3","Glutathione S-transferase Mu 3",NA,NA,NA,10.3676974592405,TRUE
"MS","P21291","CSRP1","Cysteine and glycine-rich protein 1",NA,NA,NA,7.53958424680095,TRUE
"MS","P21333","FLNA","Filamin-A",NA,NA,NA,1.12049898224492,TRUE
"MS","P21399","ACO1","Cytoplasmic aconitate hydratase",NA,NA,NA,4.305556974843,TRUE
"MS","P21583","KITLG","Kit ligand","KITLG","OID20196","Cardiometabolic",4.88598556352593,TRUE
"MS","P21589","NT5E","5'-nucleotidase","NT5E","OID21498","Oncology",9.74262231891105,TRUE
"MS","P21695","GPD1","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic","GPD1","OID31358","Oncology II",5.47537796132553,TRUE
"MS","P21709","EPHA1","Ephrin type-A receptor 1","EPHA1","OID20677","Inflammation",10.1921355459042,TRUE
"MS","P21757","MSR1","Macrophage scavenger receptor types I and II","MSR1","OID21063","Neurology",30.8047932707028,TRUE
"MS","P21802","FGFR2","Fibroblast growth factor receptor 2","FGFR2","OID21478","Oncology",3.16280493768731,TRUE
"MS","P21860","ERBB3","Receptor tyrosine-protein kinase erbB-3","ERBB3","OID20705","Inflammation",5.22367879527274,TRUE
"MS","P21926","CD9","CD9 antigen",NA,NA,NA,7.38859835497299,TRUE
"MS","P21980","TGM2","Protein-glutamine gamma-glutamyltransferase 2","TGM2","OID20141","Cardiometabolic",9.49679579804532,TRUE
"MS","P22059","OSBP","Oxysterol-binding protein 1",NA,NA,NA,NA,FALSE
"MS","P22061","PCMT1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase",NA,NA,NA,6.65588697872748,TRUE
"MS","P22105","TNXB","Tenascin-X","TNXB","OID21107","Neurology",1.66061931787959,TRUE
"MS","P22223","CDH3","Cadherin-3","CDH3","OID21008","Neurology",18.7684226880002,TRUE
"MS","P22234","PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase",NA,NA,NA,NA,FALSE
"MS","P22303","ACHE","Acetylcholinesterase","ACHE","OID30585","Inflammation II",2.88650825017851,TRUE
"MS","P22304","IDS","Iduronate 2-sulfatase","IDS","OID20619","Inflammation",4.47997289013224,TRUE
"MS","P22314","UBA1","Ubiquitin-like modifier-activating enzyme 1",NA,NA,NA,2.7054851959178,TRUE
"MS","P22352","GPX3","Glutathione peroxidase 3",NA,NA,NA,5.26197155666879,TRUE
"MS","P22392-2","NME2","Isoform 3 of Nucleoside diphosphate kinase B",NA,NA,NA,11.9880768846884,TRUE
"MS","P22413","ENPP1","Ectonucleotide pyrophosphatase/phosphodiesterase family member 1",NA,NA,NA,5.16327810722156,TRUE
"MS","P22455","FGFR4","Fibroblast growth factor receptor 4","FGFR4","OID30646","Inflammation II",7.91135881517649,TRUE
"MS","P22528","SPRR1B","Cornifin-B","SPRR1B","OID31296","Oncology II",27.0257035284383,TRUE
"MS","P22607-2","FGFR3","Isoform 2 of Fibroblast growth factor receptor 3",NA,NA,NA,NA,FALSE
"MS","P22626","HNRNPA2B1","Heterogeneous nuclear ribonucleoproteins A2/B1",NA,NA,NA,NA,FALSE
"MS","P22692","IGFBP4","Insulin-like growth factor-binding protein 4","IGFBP4","OID21158","Neurology",3.42683478144457,TRUE
"MS","P22695","UQCRC2","Cytochrome b-c1 complex subunit 2, mitochondrial",NA,NA,NA,NA,FALSE
"MS","P22735","TGM1","Protein-glutamine gamma-glutamyltransferase K",NA,NA,NA,NA,FALSE
"MS","P22748","CA4","Carbonic anhydrase 4","CA4","OID20241","Cardiometabolic",8.2968564194329,TRUE
"MS","P22792","CPN2","Carboxypeptidase N subunit 2",NA,NA,NA,1.85666010265602,TRUE
"MS","P22891","PROZ","Vitamin K-dependent protein Z",NA,NA,NA,6.90815417322307,TRUE
"MS","P22894","MMP8","Neutrophil collagenase","MMP8","OID21019","Neurology",8.57619340276855,TRUE
"MS","P22897","MRC1","Macrophage mannose receptor 1","MRC1","OID30694","Inflammation II",3.4353304703251,TRUE
"MS","P23083","IGHV1-2","Immunoglobulin heavy variable 1-2",NA,NA,NA,27.3333258534041,TRUE
"MS","P23141","CES1","Liver carboxylesterase 1","CES1","OID20244","Cardiometabolic",3.5271844121523,TRUE
"MS","P23142","FBLN1","Fibulin-1",NA,NA,NA,3.37263168445654,TRUE
"MS","P23142-4","FBLN1","Isoform C of Fibulin-1",NA,NA,NA,5.14362806597874,TRUE
"MS","P23229","ITGA6","Integrin alpha-6","ITGA6","OID20528","Inflammation",8.23500036094863,TRUE
"MS","P23280","CA6","Carbonic anhydrase 6","CA6","OID21096","Neurology",7.5480971426774,TRUE
"MS","P23284","PPIB","Peptidyl-prolyl cis-trans isomerase B","PPIB","OID20331","Cardiometabolic",3.66886600803128,TRUE
